gene	nseq	nsites	k	LRT	pvalue	direction	result	n_test	n_reference
Morus_003222-R1	20	208	0.01289480619222336	5.518514378301461	0.018816231776839	relaxed	significant_relaxed	1	1
Morus_003225-R1	20	209	0.7728206572223433	0.1511011144898475	0.6974853070059763	relaxed	not_significant	9	9
Morus_003225-R1	20	209	1	-0.0002525079503357119	1	intensified	not_significant	0	1
Morus_003227-R1	20	279	1.235307124694506	0.1245940950398108	0.7241042684208618	intensified	not_significant	9	9
Morus_003227-R1	20	279	0	0.4336977579846462	0.5101800705945714	relaxed	not_significant	1	1
Morus_003236-R1	20	254	1.772114822918166	0.4920924977941468	0.4829953710718147	intensified	not_significant	9	9
Morus_003236-R1	20	254	0.4769065815515323	0.8747862365908077	0.349633674993133	relaxed	not_significant	1	1
Morus_003243-R1	20	246	1.428437265870559	0.529608119918521	0.4667716606381319	intensified	not_significant	9	9
Morus_003243-R1	20	246	10.51860226138412	1.034343546121818	0.3091406724745259	intensified	not_significant	1	1
Morus_003251-R1	20	225	3.11267064526942	2.78578550859902	0.09510405152612433	intensified	not_significant	9	9
Morus_003251-R1	20	225	1	-0.0001325781404375448	1	intensified	not_significant	0	1
Morus_003257-R1	20	734	1.101181719073813	0.1107756103701831	0.7392628364989308	intensified	not_significant	9	9
Morus_003257-R1	20	734	0	10.31207576499037	0.001321625442797902	relaxed	significant_relaxed	1	1
Morus_003258-R1	20	442	0.7928674138424363	0.2765802808662556	0.5989514324103091	relaxed	not_significant	9	9
Morus_003258-R1	20	442	1.145628465119604	0.01282379737494921	0.9098385347700398	intensified	not_significant	1	1
Morus_003264-R1	20	248	0.8082886395444866	0.1444979003194931	0.7038498124453791	relaxed	not_significant	9	9
Morus_003264-R1	20	248	1.385062925561677	0.2590330838343107	0.6107852185969607	intensified	not_significant	1	1
Morus_003267-R1	20	324	1.843668170089021	1.749346412262639	0.1859589186107334	intensified	not_significant	9	9
Morus_003267-R1	20	324	1.447108500735416	0.5441894568839416	0.4607016470183907	intensified	not_significant	1	1
Morus_003275-R1	20	273	1.754772415071865	2.284743346206596	0.1306517528485552	intensified	not_significant	9	9
Morus_003275-R1	20	273	0.6749384791465773	0.5361134765407769	0.464047906077406	relaxed	not_significant	1	1
Morus_003281-R1	20	267	1.205151119168394	0.256799745569424	0.6123273467246211	intensified	not_significant	9	9
Morus_003281-R1	20	267	1	-0.0002828516135195969	1	intensified	not_significant	0	1
Morus_003284-R1	20	166	0.5608969377756852	0.7859935170258723	0.3753143540923145	relaxed	not_significant	9	9
Morus_003284-R1	20	166	0	0.5712803914993856	0.4497505711114762	relaxed	not_significant	1	1
Morus_003290-R1	20	257	0.805307244951512	0.04659396257648041	0.8290997248866845	relaxed	not_significant	9	9
Morus_003290-R1	20	257	1.358484170846517	0.01044519936840516	0.918596532271725	intensified	not_significant	1	1
Morus_003309-R1	20	196	0.7385126599136382	0.03174262198490396	0.8585937159810166	relaxed	not_significant	9	9
Morus_003309-R1	20	196	19.8327528070647	0.5405940341975111	0.4621866437023086	intensified	not_significant	1	1
Morus_003313-R1	20	218	0.2111249235528026	0.4455516018451817	0.5044550329756832	relaxed	not_significant	9	9
Morus_003313-R1	20	218	1.395245200532851	0.07480781936192216	0.7844610669599186	intensified	not_significant	1	1
Morus_003316-R1	20	413	0.5186266037444935	2.115198060391776	0.1458431846567263	relaxed	not_significant	9	9
Morus_003316-R1	20	413	0.5971728445025677	0.3855603552565299	0.5346423485152068	relaxed	not_significant	1	1
Morus_003329-R1	20	181	1.026901555607659	0.0005267891087896714	0.9816886515804548	intensified	not_significant	9	9
Morus_003329-R1	20	181	0	1.879602770404745	0.1703793024050649	relaxed	not_significant	1	1
Morus_003330-R1	20	273	1.826221350413719	0.161050028081263	0.6881916159187682	intensified	not_significant	9	9
Morus_003330-R1	20	273	0.497555801159864	1.493353126747024	0.2216969313318767	relaxed	not_significant	1	1
Morus_003333-R2	20	262	0.4874010872020319	2.113960217026943	0.1459611593289976	relaxed	not_significant	9	9
Morus_003333-R2	20	262	0.2116158911896434	0.1666867861395076	0.6830733101171087	relaxed	not_significant	1	1
Morus_003334-R1	20	445	0.9426250724891281	0.005061528465375886	0.9432828158486659	relaxed	not_significant	9	9
Morus_003334-R1	20	445	0.3697269671666795	0.2635182251597143	0.6077133245996849	relaxed	not_significant	1	1
Morus_003359-R1	20	318	18.66935088867342	2.899418334495749	0.08861152263011685	intensified	not_significant	9	9
Morus_003359-R1	20	318	9.537735943443021	0.7221852744423813	0.3954280337807141	intensified	not_significant	1	1
Morus_003364-R1	20	382	1.007422001549865	-0.002809304156471626	1	intensified	not_significant	9	9
Morus_003364-R1	20	382	16.08493492034541	0.3035513133672794	0.5816645843200203	intensified	not_significant	1	1
Morus_003369-R1	20	163	1.949554831697854	1.0334335943121	0.3093535773284266	intensified	not_significant	9	9
Morus_003369-R1	20	163	0.9102019949150231	0.00753075374814216	0.9308464524383961	relaxed	not_significant	1	1
Morus_003372-R1	20	225	0.7983454003794849	0.1181750966284199	0.7310222346297184	relaxed	not_significant	9	9
Morus_003372-R1	20	225	0.3253568701964103	3.309706052602451	0.06887181035154288	relaxed	not_significant	1	1
Morus_003382-R1	20	789	1.162155480781866	0.2975492731093254	0.5854229011180334	intensified	not_significant	9	9
Morus_003382-R1	20	789	6.931411067645538E-16	4.928445419907803	0.02641807321358669	relaxed	significant_relaxed	1	1
Morus_003383-R1	20	230	0.7973860565365439	0.6644723339486518	0.4149854672368096	relaxed	not_significant	9	9
Morus_003383-R1	20	230	1.2588841300632	0.3275037139246706	0.5671327021001968	intensified	not_significant	1	1
Morus_003399-R1	20	276	1.649078043694771	0.1882262492554219	0.6643970131477105	intensified	not_significant	9	9
Morus_003399-R1	20	276	15.42925304551272	1.986999802936225	0.1586549302235547	intensified	not_significant	1	1
Morus_003416-R1	20	131	0.8441758956990799	0.2589787948882076	0.6108226059045244	relaxed	not_significant	9	9
Morus_003416-R1	20	131	1	-0.00005298918108564976	1	intensified	not_significant	0	1
Morus_003424-R1	20	675	0.7093794500832468	0.5453425551804685	0.4602269931218873	relaxed	not_significant	9	9
Morus_003424-R1	20	675	50	3.030389987219678	0.08171837266959914	intensified	not_significant	1	1
Morus_003432-R1	20	382	0.5176544924317452	1.636170677016707	0.2008516772451632	relaxed	not_significant	9	9
Morus_003432-R1	20	382	1	-0.0003339583363413112	1	intensified	not_significant	0	1
Morus_003438-R2	20	690	0.9851507807197052	0.0006543016661453294	0.9795928800744541	relaxed	not_significant	9	9
Morus_003438-R2	20	690	0.8201746282450895	0.1181679085057112	0.7310300979968638	relaxed	not_significant	1	1
Morus_003439-R1	20	264	0.8532124158800056	-4.357220859674271E-7	1	relaxed	not_significant	9	9
Morus_003439-R1	20	264	1	-0.0003156244029014488	1	intensified	not_significant	0	1
Morus_003441-R1	20	315	0.774433242703468	0.6336747714931334	0.4260105789300735	relaxed	not_significant	9	9
Morus_003441-R1	20	315	0.05240398832654605	0.3720947056253863	0.5418646823298104	relaxed	not_significant	1	1
Morus_003444-R1	20	453	1.772563607120111	2.20053640081278	0.1379627223533025	intensified	not_significant	9	9
Morus_003444-R1	20	453	0.1300074882319188	1.194060611855093	0.2745120104165137	relaxed	not_significant	1	1
Morus_003445-R1	20	483	1.299948107929275	1.260613342135912	0.2615350252835834	intensified	not_significant	9	9
Morus_003445-R1	20	483	4.161254813256211	2.930286981209065	0.08693203839744679	intensified	not_significant	1	1
Morus_003446-R1	20	537	0.6928606781694518	0.369863886224266	0.5430784711873131	relaxed	not_significant	9	9
Morus_003446-R1	20	537	1.419703717874014	0.7999980279637384	0.3710939591809629	intensified	not_significant	1	1
Morus_003447-R1	20	380	0.5470750402622607	1.956618072461424	0.1618754718725138	relaxed	not_significant	9	9
Morus_003447-R1	20	380	1.667917218705356E-9	0.8380082836083602	0.359967024706436	relaxed	not_significant	1	1
Morus_003450-R1	20	166	0.1958673386506053	2.590047798888008	0.107537090458236	relaxed	not_significant	9	9
Morus_003450-R1	20	166	1	-0.001472089353683259	1	intensified	not_significant	0	1
Morus_003454-R1	20	292	1.229384004886676	0.2081260777722491	0.6482401464509384	intensified	not_significant	9	9
Morus_003454-R1	20	292	1.691979811707231E-8	2.764657534698927	0.09636730835616925	relaxed	not_significant	1	1
Morus_003457-R1	20	378	1.083945744365069	0.04448408410371485	0.832955547275796	intensified	not_significant	9	9
Morus_003457-R1	20	378	0	1.558514499665762	0.2118828587507461	relaxed	not_significant	1	1
Morus_003461-R1	20	374	0.7223255757934421	0.5733972463294776	0.4489120905059647	relaxed	not_significant	9	9
Morus_003461-R1	20	374	1.235891252245554	0.1983809850507896	0.6560308541544428	intensified	not_significant	1	1
Morus_003466-R1	20	109	0.7475557594980824	1.023827436460124	0.3116128477525409	relaxed	not_significant	9	9
Morus_003466-R1	20	109	1	-0.0004272525829946971	1	intensified	not_significant	0	1
Morus_003470-R2	20	257	0.02874344856787713	3.2311269144775	0.07225095459624542	relaxed	not_significant	9	9
Morus_003470-R2	20	257	6.346303925675477	2.567112551710125	0.10910671904458	intensified	not_significant	1	1
Morus_003471-R1	20	242	0.5445767828179313	2.231611405851254	0.1352127660070574	relaxed	not_significant	9	9
Morus_003471-R1	20	242	0	0.4453781605279801	0.5045380036130058	relaxed	not_significant	1	1
Morus_003472-R1	20	402	0.8946879313524551	0.06838149834675278	0.7937080577094585	relaxed	not_significant	9	9
Morus_003472-R1	20	402	2.082481901772907	3.037706215684011	0.08135079307012349	intensified	not_significant	1	1
Morus_003482-R1	20	343	2.319816232083491	1.17497666962845	0.2783810235755074	intensified	not_significant	9	9
Morus_003482-R1	20	343	11.93466492674026	0.554407871807598	0.4565222124799699	intensified	not_significant	1	1
Morus_003489-R1	20	231	2.56291440550336	2.028545730076075	0.1543682575442945	intensified	not_significant	9	9
Morus_003489-R1	20	231	10.52722994029411	0.4361448014328744	0.5089890890189523	intensified	not_significant	1	1
Morus_003499-R1	20	222	2.860903409457171	1.533979134865149	0.2155162286078508	intensified	not_significant	9	9
Morus_003499-R1	20	222	1.871328035601341E-13	0.7875340399018569	0.3748468207963432	relaxed	not_significant	1	1
Morus_003501-R1	20	416	1.213556010386706	0.1303244766559146	0.7180958474244404	intensified	not_significant	9	9
Morus_003501-R1	20	416	1.105295399929878	0.052096626126513	0.8194543387938311	intensified	not_significant	1	1
Morus_003505-R1	20	155	0.2406575804915445	2.505795959465104	0.1134281628234913	relaxed	not_significant	9	9
Morus_003505-R1	20	155	0.1736745469512265	4.166348206300427	0.04123458390628409	relaxed	significant_relaxed	1	1
Morus_003512-R1	20	303	1.192662490405459	0.2527325610089974	0.6151575357019312	intensified	not_significant	9	9
Morus_003512-R1	20	303	20.91528875659267	2.210780302166313	0.1370493351883668	intensified	not_significant	1	1
Morus_003530-R1	20	223	0.1605331884154534	1.289479568245952	0.2561438818075682	relaxed	not_significant	9	9
Morus_003530-R1	20	223	38.20980504656251	3.38202959266664	0.06591084357586663	intensified	not_significant	1	1
Morus_003554-R1	20	322	1.021004878095197	0.000007258635378093459	0.9978503536056664	intensified	not_significant	9	9
Morus_003554-R1	20	322	0.3520929476162993	0.1879880183660134	0.6645964744198081	relaxed	not_significant	1	1
Morus_003562-R1	20	261	0.7498694620683153	0.2555042535332177	0.6132257548109402	relaxed	not_significant	9	9
Morus_003562-R1	20	261	50	0.08130963479061393	0.775530417434493	intensified	not_significant	1	1
Morus_003583-R1	20	392	3.103525571185211	0.2104570375749972	0.6464094183261718	intensified	not_significant	9	9
Morus_003583-R1	20	392	0.8532130433993064	-0.000006061461135686841	1	relaxed	not_significant	1	1
Morus_003594-R1	20	18	1.538111446683275E-8	0.7850974724993875	0.3755866712338175	relaxed	not_significant	9	9
Morus_003594-R1	20	18	1	-0.002453591132280053	1	intensified	not_significant	0	1
Morus_003597-R1	20	338	0.7940198445910459	0.2125913899208172	0.6447438370320542	relaxed	not_significant	9	9
Morus_003597-R1	20	338	0.1591683509409405	0.1031118917981075	0.7481267259698561	relaxed	not_significant	1	1
Morus_003606-R1	20	322	1.171075314269157	0.2524989589637698	0.6153209543767137	intensified	not_significant	9	9
Morus_003606-R1	20	322	0.1910660894904866	5.615018850568958	0.01780718956714367	relaxed	significant_relaxed	1	1
Morus_003607-R1	20	273	1.023849593505885	0.007960100419950322	0.9289075519771203	intensified	not_significant	9	9
Morus_003607-R1	20	273	1.043031108899907	0.003461384394540801	0.953084700668648	intensified	not_significant	1	1
Morus_003608-R1	20	243	0.9539606965191658	0.05417765796119056	0.8159470406476934	relaxed	not_significant	9	9
Morus_003608-R1	20	243	1.087297332725643	0.02334392145621678	0.8785661102821987	intensified	not_significant	1	1
Morus_003609-R1	20	432	0.705349460158628	2.72288617724189	0.09891900452020808	relaxed	not_significant	9	9
Morus_003609-R1	20	432	0.3851291905960599	1.224524618149189	0.2684745182169181	relaxed	not_significant	1	1
Morus_003610-R1	20	240	5.668301442786089	6.100171476212381	0.01351687649739675	intensified	significant_intensified	9	9
Morus_003610-R1	20	240	4.734281243527604	3.356855099892528	0.06692576401178196	intensified	not_significant	1	1
Morus_003626-R1	20	330	0.5519299813558493	0.5644656134791148	0.4524665539257265	relaxed	not_significant	9	9
Morus_003626-R1	20	330	14.06514338049196	0.3639695234778628	0.546309886280955	intensified	not_significant	1	1
Morus_003627-R1	20	434	0.5890911261229749	1.433309092298259	0.2312251512560288	relaxed	not_significant	9	9
Morus_003627-R1	20	434	4.55788722711887	1.551165200662581	0.2129635081824638	intensified	not_significant	1	1
Morus_003633-R1	20	283	1.278160634592418	0.0838007400288916	0.7722113475825024	intensified	not_significant	9	9
Morus_003633-R1	20	283	15.74571225797517	2.480637261667653	0.1152555461280488	intensified	not_significant	1	1
Morus_003635-R1	20	317	0.6084419671556839	0.5733294548881531	0.448938904758754	relaxed	not_significant	9	9
Morus_003635-R1	20	317	16.9218495210339	1.547101124276196	0.2135639042304508	intensified	not_significant	1	1
Morus_003646-R1	20	344	0.08803251303966517	5.769071914322922	0.01631064622250999	relaxed	significant_relaxed	9	9
Morus_003646-R1	20	344	1	-0.0003175537440256448	1	intensified	not_significant	0	1
Morus_003648-R1	20	232	0	1.811616977428002	0.1783143799832374	relaxed	not_significant	9	9
Morus_003648-R1	20	232	0.7763988286198162	0.1655363606555511	0.6841096415539709	relaxed	not_significant	1	1
Morus_003649-R1	20	646	1.439926088731973	1.282319118647138	0.2574682794214296	intensified	not_significant	9	9
Morus_003649-R1	20	646	1.424442720815766	0.6810725389404979	0.4092176437730145	intensified	not_significant	1	1
Morus_003658-R1	20	302	0.3622591130573259	0.3018703370989897	0.5827122563925429	relaxed	not_significant	9	9
Morus_003658-R1	20	302	4.60710026906534	2.784180022397777	0.09519940885736489	intensified	not_significant	1	1
Morus_003659-R1	20	259	1.041711933066701	0.004993534065306449	0.9436644230820924	intensified	not_significant	9	9
Morus_003659-R1	20	259	0.1238247614487678	2.498888771729071	0.1139266588635869	relaxed	not_significant	1	1
Morus_003661-R1	20	251	0.9122123625719882	0.03826272585911283	0.8449165255756534	relaxed	not_significant	9	9
Morus_003661-R1	20	251	0.4159276096123368	0.8455754489536957	0.3578070427820533	relaxed	not_significant	1	1
Morus_003663-R1	20	374	0.5539048673660708	0.7913274182046734	0.3736990450419388	relaxed	not_significant	9	9
Morus_003663-R1	20	374	6.018445372016904E-16	1.855081324888488	0.1731935609663586	relaxed	not_significant	1	1
Morus_003688-R1	20	432	1.911897773461379	2.082912182212567	0.1489557547428888	intensified	not_significant	9	9
Morus_003688-R1	20	432	0.5175989540181738	0.8474904519771371	0.3572632475106978	relaxed	not_significant	1	1
Morus_003710-R1	20	238	3.777931656384532	5.390138274864057	0.02025086602008941	intensified	significant_intensified	9	9
Morus_003710-R1	20	238	0.5513270760016203	0.7816582435898454	0.3766344693508089	relaxed	not_significant	1	1
Morus_003717-R1	20	320	1.098914211529673	0.05363772990585858	0.8168500995704395	intensified	not_significant	9	9
Morus_003717-R1	20	320	0.340884554484777	4.367491274976601	0.03663088384377888	relaxed	significant_relaxed	1	1
Morus_003718-R1	20	420	0.8305942579522868	0.09800698996696156	0.7542345607049781	relaxed	not_significant	9	9
Morus_003718-R1	20	420	0.2759314094499924	3.855378408886281	0.04958674004023911	relaxed	significant_relaxed	1	1
Morus_003723-R1	20	280	0.7955800545293755	0.6827851449324953	0.4086293162490779	relaxed	not_significant	9	9
Morus_003723-R1	20	280	6.329906332692322	1.767405023964784	0.1837035541337971	intensified	not_significant	1	1
Morus_003727-R1	20	633	5.770681464730216E-7	0.9187904819646064	0.3377927527830937	relaxed	not_significant	9	9
Morus_003727-R1	20	633	2.327340696886553	0.2989810238050268	0.5845219335797986	intensified	not_significant	1	1
Morus_003730-R1	20	327	8.534243751462878	5.77122940541085	0.01629063409624409	intensified	significant_intensified	9	9
Morus_003730-R1	20	327	0.7709683693663669	0.3401184094573182	0.5597608817485813	relaxed	not_significant	1	1
Morus_003733-R1	20	215	0.5961044085558036	1.895613690854134	0.1685701094833045	relaxed	not_significant	9	9
Morus_003733-R1	20	215	0	4.239741099455387	0.03948818832691214	relaxed	significant_relaxed	1	1
Morus_003735-R2	20	220	0.7838786991562892	0.1235077381161318	0.7252607705365781	relaxed	not_significant	9	9
Morus_003735-R2	20	220	50	0.4857971935039131	0.4858080942694493	intensified	not_significant	1	1
Morus_003737-R1	20	248	3.872182480310496	1.430566505614024	0.2316720067905991	intensified	not_significant	9	9
Morus_003737-R1	20	248	12.28681766159729	0.2340807825808042	0.6285143605919908	intensified	not_significant	1	1
Morus_003747-R1	20	162	22.72753677834656	3.06755200185944	0.07986966010804863	intensified	not_significant	9	9
Morus_003747-R1	20	162	1	-0.0000114574822873692	1	intensified	not_significant	0	1
Morus_003749-R1	20	827	7.230638541234375	5.737494993822111	0.01660646028310997	intensified	significant_intensified	9	9
Morus_003749-R1	20	827	0.4425404062009525	1.613019060452643	0.2040679340717647	relaxed	not_significant	1	1
Morus_003751-R1	20	216	0.7956515306705856	0.2845131137228236	0.5937583045610839	relaxed	not_significant	9	9
Morus_003751-R1	20	216	15.13676422419477	3.783840082586721	0.05174976633721728	intensified	not_significant	1	1
Morus_003762-R1	20	431	3.097562545940989	2.306908106526862	0.1288000263241664	intensified	not_significant	9	9
Morus_003762-R1	20	431	6.298065764391101E-16	2.237302207659013	0.1347158399391781	relaxed	not_significant	1	1
Morus_003779-R1	20	325	1.138178006848305	0.06894059909427597	0.7928855569499229	intensified	not_significant	9	9
Morus_003779-R1	20	325	49.30935000794442	0.8597788464803671	0.3538005872641697	intensified	not_significant	1	1
Morus_003787-R1	20	330	0.558536081701391	1.147802277165283	0.2840096829933266	relaxed	not_significant	9	9
Morus_003787-R1	20	330	1.175957276408767	0.07918712931768823	0.7784020247460636	intensified	not_significant	1	1
Morus_003789-R1	20	288	0.7283105516222328	0.2321370410509189	0.629943752408801	relaxed	not_significant	9	9
Morus_003789-R1	20	288	4.498543790728627E-15	1.332660484787993	0.2483324658259592	relaxed	not_significant	1	1
Morus_003802-R1	20	579	1.673790533115478	2.09653464949406	0.1476334060803343	intensified	not_significant	9	9
Morus_003802-R1	20	579	0.7116473282498891	0.1398172079552751	0.7084627999759917	relaxed	not_significant	1	1
Morus_003806-R1	20	48	0.488793517124963	1.482932491724569	0.2233162698926003	relaxed	not_significant	9	9
Morus_003806-R1	20	48	1	-0.00006251534466628073	1	intensified	not_significant	0	1
Morus_003807-R1	20	166	1.824741961223096	2.153920914023729	0.1422063195628367	intensified	not_significant	9	9
Morus_003807-R1	20	166	1.053807833760986	0.01029679445173315	0.9191748930956873	intensified	not_significant	1	1
Morus_003812-R1	20	242	0.8376821218012225	0.2488312130508348	0.617899261237673	relaxed	not_significant	9	9
Morus_003812-R1	20	242	1	-0.00003905902303813491	1	intensified	not_significant	0	1
Morus_003819-R1	20	158	0.3422347450277621	1.028414371913186	0.3105313773065731	relaxed	not_significant	9	9
Morus_003819-R1	20	158	1	-0.00004700646377386875	1	intensified	not_significant	0	1
Morus_003823-R1	20	177	0.05899754579661975	0.4113440142218678	0.5212881239857862	relaxed	not_significant	9	9
Morus_003823-R1	20	177	3.136956807481992	1.563451796808749	0.2111605257987794	intensified	not_significant	1	1
Morus_003827-R1	20	185	0.858248100488752	-0.00001365503749184427	1	relaxed	not_significant	9	9
Morus_003827-R1	20	185	1	-3.695236046041828E-7	1	intensified	not_significant	0	1
Morus_003835-R1	20	318	0.3916031239924006	1.301112400645252	0.2540101308449302	relaxed	not_significant	9	9
Morus_003835-R1	20	318	4.875014858968778	2.659278605048712	0.1029474154049015	intensified	not_significant	1	1
Morus_003836-R1	20	687	1.054926210853082	0.01301317063007446	0.9091781140919037	intensified	not_significant	9	9
Morus_003836-R1	20	687	0.6437328409738284	0.5885291406011675	0.4429884552442486	relaxed	not_significant	1	1
Morus_003837-R1	20	391	0.3946771195291545	3.861763562210399	0.0493983792852265	relaxed	significant_relaxed	9	9
Morus_003837-R1	20	391	0.755245284922306	0.4096149417373454	0.522165010467561	relaxed	not_significant	1	1
Morus_003843-R1	20	967	0.5478104096921119	0.06789511596616649	0.7944265083041644	relaxed	not_significant	9	9
Morus_003843-R1	20	967	0.1053340451642705	1.156991899159038	0.282090268821455	relaxed	not_significant	1	1
Morus_003844-R1	20	374	0.3821750745568605	2.540047879505437	0.1109914207351926	relaxed	not_significant	9	9
Morus_003844-R1	20	374	0.5332682172225939	0.2593469887251558	0.6105691375778683	relaxed	not_significant	1	1
Morus_003845-R1	20	261	1.385031760730853	0.4025903567098794	0.5257545119895124	intensified	not_significant	9	9
Morus_003845-R1	20	261	0.2534514354580251	0.2447588521727084	0.6207899519921883	relaxed	not_significant	1	1
Morus_003854-R1	20	751	1.193185826445177	0.3789155282502179	0.5381841994545039	intensified	not_significant	9	9
Morus_003854-R1	20	751	0.7130440207607706	0.4686717950935417	0.4935988403252433	relaxed	not_significant	1	1
Morus_003855-R1	20	441	0.2091375121776956	3.500021617676794	0.06136802807134933	relaxed	not_significant	9	9
Morus_003855-R1	20	441	1.415914845903243	0.3731794544619333	0.5412762733935276	intensified	not_significant	1	1
Morus_003858-R1	20	747	2.67329557740628	0.6875903277177713	0.4069852109161459	intensified	not_significant	9	9
Morus_003858-R1	20	747	0.6029072356593932	0.9798246193640807	0.3222421087053959	relaxed	not_significant	1	1
Morus_003860-R1	20	206	3.232533369548192	4.064042556476579	0.04380551170169933	intensified	significant_intensified	9	9
Morus_003860-R1	20	206	1.854035844081924E-7	3.039623078047043	0.0812547818479249	relaxed	not_significant	1	1
Morus_003865-R1	20	497	1.333324422464632	0.4855150276816858	0.4859347985149263	intensified	not_significant	9	9
Morus_003865-R1	20	497	0	2.544840849865068	0.1106550605872731	relaxed	not_significant	1	1
Morus_003871-R1	20	553	2.810054369508165	5.451733555139072	0.01954891899865052	intensified	significant_intensified	9	9
Morus_003871-R1	20	553	2.55972069143141E-7	0.1239170829958312	0.724824325914433	relaxed	not_significant	1	1
Morus_003875-R1	20	432	1.267738795598268	0.292473303902625	0.5886399211467821	intensified	not_significant	9	9
Morus_003875-R1	20	432	0.67458125755885	0.4209609619038019	0.5164579320978757	relaxed	not_significant	1	1
Morus_003876-R1	20	342	1.350191014148091	0.7240367771373712	0.3948229569746913	intensified	not_significant	9	9
Morus_003876-R1	20	342	0.1262464674000119	0.8024461233826514	0.3703630237535726	relaxed	not_significant	1	1
Morus_003888-R1	20	753	2.221477828674134	2.302712171866006	0.1291483141030572	intensified	not_significant	9	9
Morus_003888-R1	20	753	1.717799718332032	1.41387221585137	0.2344146455768439	intensified	not_significant	1	1
Morus_003890-R1	20	700	1.076743767806339	0.0195482143699337	0.8888062175360161	intensified	not_significant	9	9
Morus_003890-R1	20	700	0.4399580079920205	3.216893004473604	0.07288184362670569	relaxed	not_significant	1	1
Morus_003896-R1	20	289	1.491402746220184	0.212067057141212	0.6451520676552038	intensified	not_significant	9	9
Morus_003896-R1	20	289	1.957211297754609	0.4448584923175076	0.5047867416985894	intensified	not_significant	1	1
Morus_003899-R1	20	207	7.999790337554514E-8	3.761256246721132	0.05245315598067446	relaxed	not_significant	9	9
Morus_003899-R1	20	207	2.590361664445207	0.5098057401646656	0.4752229618115279	intensified	not_significant	1	1
Morus_003905-R1	20	287	1.981114350481574	2.600526988163438	0.1068281877658767	intensified	not_significant	9	9
Morus_003905-R1	20	287	15.87079896629578	0.8406457753012546	0.3592121441255779	intensified	not_significant	1	1
Morus_003906-R1	20	662	0.7744874694135218	0.1260866080610867	0.7225245942245381	relaxed	not_significant	9	9
Morus_003906-R1	20	662	0.9862828096566308	0.0001808572214940796	0.9892701191844285	relaxed	not_significant	1	1
Morus_003908-R1	20	753	0.2930434848226745	2.256308324631391	0.1330709484916592	relaxed	not_significant	9	9
Morus_003908-R1	20	753	1.02620024412709	0.001601687152287923	0.9680763172806304	intensified	not_significant	1	1
Morus_003910-R2	20	244	0.2530440547608075	3.106511712007432	0.07797980610947375	relaxed	not_significant	9	9
Morus_003910-R2	20	244	6.01341214846525E-16	2.372006517647151	0.1235281858248976	relaxed	not_significant	1	1
Morus_003913-R1	20	284	1.400738813791397	0.8185237195802983	0.3656121494071838	intensified	not_significant	9	9
Morus_003913-R1	20	284	0.08474317605909094	3.630238541832114	0.05673868361559831	relaxed	not_significant	1	1
Morus_003914-R2	20	559	0.2826908882588356	1.552951428302549	0.2127002585800221	relaxed	not_significant	9	9
Morus_003914-R2	20	559	1.52897473054819	0.4957621674802795	0.4813681310782721	intensified	not_significant	1	1
Morus_003917-R1	20	203	0.1410292148312624	4.855966231702951	0.02755067824858759	relaxed	significant_relaxed	9	9
Morus_003917-R1	20	203	0.3959486100854166	1.724396461078413	0.1891281062150307	relaxed	not_significant	1	1
Morus_003919-R1	20	206	4.832726331830488	2.806597503087687	0.09387729280485468	intensified	not_significant	9	9
Morus_003919-R1	20	206	3.421239770533392	0.9860418112230036	0.3207117185341163	intensified	not_significant	1	1
Morus_003926-R1	20	223	3.566555520063234	1.901413359306389	0.1679202045248704	intensified	not_significant	9	9
Morus_003926-R1	20	223	1	-0.00001766611921993899	1	intensified	not_significant	0	1
Morus_003928-R1	20	178	46.79501301822747	4.491631463997237	0.03406115718913394	intensified	significant_intensified	9	9
Morus_003928-R1	20	178	0.6948749594544658	0.1902661502308547	0.662695195306374	relaxed	not_significant	1	1
Morus_003933-R1	20	250	0.3950658128188539	2.881327664219953	0.08961210833216826	relaxed	not_significant	9	9
Morus_003933-R1	20	250	0.264627119135026	0.3374797518308696	0.5612875819122719	relaxed	not_significant	1	1
Morus_003934-R1	20	270	1.38066650802257	0.1990301741484473	0.6555048029127317	intensified	not_significant	9	9
Morus_003934-R1	20	270	0.2097902166245596	2.093224960832686	0.1479534579832875	relaxed	not_significant	1	1
Morus_003938-R1	20	324	0.4651957680331581	0.9984384582658095	0.3176886505460595	relaxed	not_significant	9	9
Morus_003938-R1	20	324	1.088919598170631	0.005419758376774553	0.9413135457833721	intensified	not_significant	1	1
Morus_003939-R1	20	209	0.3457021987056473	0.5546917165302148	0.4564069729009634	relaxed	not_significant	9	9
Morus_003939-R1	20	209	0.05893819107333868	9.250620676621566	0.00235415622385815	relaxed	significant_relaxed	1	1
Morus_003944-R1	20	270	0.797491304976611	0.311273634241843	0.5768996821832398	relaxed	not_significant	9	9
Morus_003944-R1	20	270	0.2995209877692088	0.1787453097440448	0.672453726075974	relaxed	not_significant	1	1
Morus_003948-R1	20	336	24.91356319604544	2.179080739059827	0.1398980000987818	intensified	not_significant	9	9
Morus_003948-R1	20	336	0.3177513595169485	1.849289312982364	0.1738660741610143	relaxed	not_significant	1	1
Morus_003952-R1	20	396	0.3445834123344225	1.794902379648192	0.1803299961257209	relaxed	not_significant	9	9
