Gene	category
Morus_010171-R2	B_biased_purifying
Morus_010183-R1	B_biased_purifying
Morus_010184-R1	B_biased_purifying
Morus_010189-R1	B_biased_purifying
Morus_010192-R1	A_biased_purifying
Morus_010242-R1	B_biased_purifying
Morus_010254-R1	B_biased_purifying
Morus_010303-R1	B_biased_purifying
Morus_010335-R1	B_biased_purifying
Morus_010341-R1	B_biased_purifying
Morus_010355-R1	B_biased_purifying
Morus_010359-R1	B_biased_purifying
Morus_010363-R1	B_biased_purifying
Morus_010393-R1	B_biased_purifying
Morus_010403-R1	B_biased_purifying
Morus_010428-R1	B_biased_purifying
Morus_010442-R1	A_biased_purifying
Morus_010465-R1	B_biased_purifying
Morus_010468-R1	B_biased_purifying
Morus_010469-R2	A_biased_purifying
Morus_010496-R1	B_biased_purifying
Morus_010499-R1	B_biased_purifying
Morus_010507-R1	B_biased_purifying
Morus_010548-R1	B_biased_purifying
Morus_010601-R1	B_biased_purifying
Morus_010619-R1	B_biased_purifying
Morus_010636-R1	A_biased_purifying
Morus_010645-R1	B_biased_purifying
Morus_010651-R1	B_biased_purifying
Morus_010681-R1	B_biased_purifying
Morus_010689-R1	B_biased_purifying
Morus_010704-R1	B_biased_purifying
Morus_010715-R1	B_biased_purifying
Morus_010730-R1	A_biased_purifying
Morus_010741-R1	B_biased_purifying
Morus_010765-R1	B_biased_purifying
Morus_010812-R1	B_biased_purifying
Morus_010843-R1	A_biased_purifying
Morus_010871-R1	A_biased_purifying
Morus_010917-R1	B_biased_purifying
Morus_010933-R1	B_biased_purifying
Morus_010977-R4	B_biased_purifying
Morus_011017-R1	B_biased_purifying
Morus_011019-R1	B_biased_purifying
Morus_011021-R8	A_biased_purifying
Morus_011023-R1	B_biased_purifying
Morus_011029-R1	B_biased_purifying
Morus_011052-R1	B_biased_purifying
Morus_011058-R1	B_biased_purifying
Morus_011062-R1	A_biased_purifying
Morus_011063-R1	A_biased_purifying
Morus_011078-R1	B_biased_purifying
Morus_011098-R1	B_biased_purifying
Morus_011136-R1	B_biased_purifying
Morus_011145-R1	B_biased_purifying
Morus_011163-R1	B_biased_purifying
Morus_011168-R1	B_biased_purifying
Morus_011186-R1	B_biased_purifying
Morus_011200-R1	B_biased_purifying
Morus_011259-R1	B_biased_purifying
Morus_011282-R1	B_biased_purifying
Morus_011299-R1	B_biased_purifying
Morus_011316-R1	A_biased_purifying
Morus_011320-R1	B_biased_purifying
Morus_011323-R1	A_biased_purifying
Morus_011334-R1	B_biased_purifying
Morus_011337-R1	A_biased_purifying
Morus_011349-R1	B_biased_purifying
Morus_011353-R1	B_biased_purifying
Morus_011364-R1	B_biased_purifying
Morus_011406-R1	B_biased_purifying
Morus_011419-R1	B_biased_purifying
Morus_011421-R6	B_biased_purifying
Morus_011436-R1	B_biased_purifying
Morus_011447-R1	B_biased_purifying
Morus_011452-R1	B_biased_purifying
Morus_011453-R1	B_biased_purifying
Morus_011468-R1	B_biased_purifying
Morus_011470-R1	B_biased_purifying
Morus_011478-R1	A_biased_purifying
Morus_011487-R1	B_biased_purifying
Morus_011493-R1	B_biased_purifying
Morus_011537-R1	B_biased_purifying
Morus_011539-R1	A_biased_purifying
Morus_011541-R1	B_biased_purifying
Morus_011547-R1	B_biased_purifying
Morus_011548-R1	A_biased_purifying
Morus_011550-R1	B_biased_purifying
Morus_011559-R1	B_biased_purifying
Morus_011574-R1	B_biased_purifying
Morus_011577-R1	B_biased_purifying
Morus_011578-R5	B_biased_purifying
Morus_011580-R1	B_biased_purifying
Morus_011583-R1	B_biased_purifying
Morus_011584-R1	B_biased_purifying
Morus_011585-R1	B_biased_purifying
Morus_011641-R1	B_biased_purifying
Morus_011685-R1	B_biased_purifying
Morus_011703-R1	B_biased_purifying
Morus_011709-R1	B_biased_purifying
Morus_011727-R1	A_biased_purifying
Morus_011729-R1	B_biased_purifying
Morus_011770-R1	B_biased_purifying
Morus_011789-R1	B_biased_purifying
Morus_011805-R1	B_biased_purifying
Morus_011806-R1	B_biased_purifying
Morus_011809-R1	B_biased_purifying
Morus_011820-R1	B_biased_purifying
Morus_011827-R1	B_biased_purifying
Morus_011837-R1	A_biased_purifying
Morus_011839-R1	B_biased_purifying
Morus_011842-R1	B_biased_purifying
Morus_011847-R1	B_biased_purifying
Morus_011849-R1	B_biased_purifying
Morus_011858-R1	B_biased_purifying
Morus_011878-R1	B_biased_purifying
Morus_011903-R1	B_biased_purifying
Morus_011925-R1	B_biased_purifying
Morus_011956-R1	B_biased_purifying
Morus_011991-R1	B_biased_purifying
Morus_012001-R1	B_biased_purifying
Morus_012014-R1	B_biased_purifying
Morus_012021-R1	B_biased_purifying
Morus_012033-R1	B_biased_purifying
Morus_012037-R1	B_biased_purifying
Morus_012040-R1	B_biased_purifying
Morus_012044-R1	B_biased_purifying
Morus_012050-R1	B_biased_purifying
Morus_012074-R1	B_biased_purifying
Morus_012080-R1	B_biased_purifying
Morus_012099-R1	B_biased_purifying
Morus_012124-R1	B_biased_purifying
Morus_012129-R1	B_biased_purifying
Morus_012132-R1	A_biased_purifying
Morus_012135-R1	B_biased_purifying
Morus_012212-R1	A_biased_purifying
Morus_012221-R1	B_biased_purifying
Morus_012263-R1	A_biased_purifying
Morus_012322-R1	B_biased_purifying
Morus_012388-R2	B_biased_purifying
Morus_012393-R1	B_biased_purifying
Morus_012394-R1	B_biased_purifying
Morus_012413-R1	B_biased_purifying
Morus_012414-R1	B_biased_purifying
Morus_012421-R1	B_biased_purifying
Morus_012427-R1	B_biased_purifying
Morus_012447-R1	A_biased_purifying
Morus_012451-R1	B_biased_purifying
Morus_012458-R1	B_biased_purifying
Morus_012460-R1	B_biased_purifying
Morus_012470-R1	A_biased_purifying
Morus_012478-R1	B_biased_purifying
Morus_012492-R1	B_biased_purifying
Morus_012496-R1	B_biased_purifying
Morus_012504-R1	B_biased_purifying
Morus_012505-R1	A_biased_purifying
Morus_012511-R1	A_biased_purifying
Morus_012516-R1	B_biased_purifying
Morus_012517-R2	B_biased_purifying
Morus_012519-R1	B_biased_purifying
Morus_012545-R1	B_biased_purifying
Morus_012550-R1	B_biased_purifying
Morus_012583-R1	B_biased_purifying
Morus_012591-R1	B_biased_purifying
Morus_012619-R1	B_biased_purifying
Morus_012633-R1	B_biased_purifying
Morus_012635-R1	B_biased_purifying
Morus_012642-R1	B_biased_purifying
Morus_012672-R1	B_biased_purifying
Morus_012687-R1	A_biased_purifying
Morus_012752-R1	A_biased_purifying
Morus_012760-R1	B_biased_purifying
Morus_012782-R1	B_biased_purifying
Morus_012786-R3	B_biased_purifying
Morus_012808-R1	B_biased_purifying
Morus_012815-R1	B_biased_purifying
Morus_012821-R4	B_biased_purifying
Morus_012825-R1	B_biased_purifying
Morus_012827-R1	B_biased_purifying
Morus_012835-R1	B_biased_purifying
Morus_012877-R1	B_biased_purifying
Morus_012892-R1	B_biased_purifying
Morus_012895-R1	B_biased_purifying
Morus_012925-R1	B_biased_purifying
Morus_012934-R1	B_biased_purifying
Morus_012955-R1	B_biased_purifying
Morus_012963-R1	B_biased_purifying
Morus_012965-R3	B_biased_purifying
Morus_012985-R1	B_biased_purifying
Morus_012992-R1	B_biased_purifying
Morus_013029-R1	B_biased_purifying
Morus_013048-R1	B_biased_purifying
Morus_013049-R1	A_biased_purifying
Morus_013060-R1	B_biased_purifying
Morus_013064-R1	B_biased_purifying
Morus_013067-R1	B_biased_purifying
Morus_013069-R2	B_biased_purifying
Morus_013095-R1	B_biased_purifying
Morus_013098-R1	B_biased_purifying
Morus_013099-R1	B_biased_purifying
Morus_013105-R1	B_biased_purifying
Morus_013111-R1	B_biased_purifying
Morus_013112-R1	B_biased_purifying
Morus_013116-R1	B_biased_purifying
Morus_013119-R1	A_biased_purifying
Morus_013121-R1	B_biased_purifying
Morus_013130-R1	A_biased_purifying
Morus_013148-R1	B_biased_purifying
Morus_013159-R1	B_biased_purifying
Morus_013160-R1	B_biased_purifying
Morus_013165-R1	B_biased_purifying
Morus_013174-R1	B_biased_purifying
Morus_013178-R1	B_biased_purifying
Morus_013195-R1	B_biased_purifying
Morus_013202-R1	B_biased_purifying
Morus_013215-R1	B_biased_purifying
Morus_013235-R1	B_biased_purifying
Morus_013245-R1	B_biased_purifying
Morus_013264-R1	A_biased_purifying
Morus_013279-R1	A_biased_purifying
Morus_013306-R1	B_biased_purifying
Morus_013319-R1	B_biased_purifying
Morus_013321-R1	B_biased_purifying
Morus_013346-R1	B_biased_purifying
Morus_013362-R1	B_biased_purifying
Morus_013368-R1	B_biased_purifying
Morus_013386-R1	B_biased_purifying
Morus_013387-R1	B_biased_purifying
Morus_013391-R1	B_biased_purifying
Morus_013395-R1	B_biased_purifying
Morus_013406-R1	B_biased_purifying
Morus_013423-R1	A_biased_purifying
Morus_013453-R1	B_biased_purifying
Morus_013460-R1	B_biased_purifying
Morus_013463-R1	B_biased_purifying
Morus_013472-R1	B_biased_purifying
Morus_013499-R1	A_biased_purifying
Morus_013509-R1	B_biased_purifying
Morus_013516-R1	A_biased_purifying
Morus_013519-R1	A_biased_purifying
Morus_013527-R1	B_biased_purifying
Morus_013531-R1	B_biased_purifying
Morus_013533-R1	B_biased_purifying
Morus_013565-R1	B_biased_purifying
Morus_013577-R1	A_biased_purifying
Morus_013594-R1	B_biased_purifying
Morus_013613-R1	A_biased_purifying
Morus_013621-R1	B_biased_purifying
Morus_013623-R1	B_biased_purifying
Morus_013651-R1	B_biased_purifying
Morus_013664-R1	B_biased_purifying
Morus_013675-R1	A_biased_purifying
Morus_013727-R1	A_biased_purifying
Morus_013764-R2	B_biased_purifying
Morus_013781-R1	B_biased_purifying
Morus_013800-R1	B_biased_purifying
Morus_013820-R1	B_biased_purifying
Morus_013850-R1	B_biased_purifying
Morus_013883-R1	A_biased_purifying
Morus_013889-R1	B_biased_purifying
Morus_013904-R1	B_biased_purifying
Morus_013909-R1	B_biased_purifying
Morus_013916-R1	A_biased_purifying
Morus_013919-R1	A_biased_purifying
Morus_013931-R1	B_biased_purifying
Morus_013933-R1	B_biased_purifying
Morus_013935-R1	B_biased_purifying
Morus_013950-R1	B_biased_purifying
Morus_013961-R1	B_biased_purifying
Morus_013963-R1	B_biased_purifying
Morus_013966-R1	A_biased_purifying
Morus_013984-R1	B_biased_purifying
Morus_013996-R1	B_biased_purifying
Morus_013998-R1	B_biased_purifying
Morus_014003-R1	B_biased_purifying
Morus_014014-R1	B_biased_purifying
Morus_014017-R1	B_biased_purifying
Morus_014019-R1	B_biased_purifying
Morus_014023-R1	B_biased_purifying
Morus_014032-R1	B_biased_purifying
Morus_014074-R1	B_biased_purifying
Morus_014076-R2	B_biased_purifying
Morus_014084-R1	B_biased_purifying
Morus_014096-R1	B_biased_purifying
Morus_014099-R1	B_biased_purifying
Morus_014106-R1	B_biased_purifying
Morus_014123-R1	B_biased_purifying
Morus_014149-R1	B_biased_purifying
Morus_014157-R1	B_biased_purifying
Morus_014167-R1	B_biased_purifying
Morus_014173-R1	B_biased_purifying
Morus_014200-R1	B_biased_purifying
Morus_014210-R1	A_biased_purifying
Morus_014248-R1	B_biased_purifying
Morus_014250-R1	B_biased_purifying
Morus_014261-R1	B_biased_purifying
Morus_014282-R1	B_biased_purifying
Morus_014320-R2	B_biased_purifying
Morus_014325-R1	B_biased_purifying
Morus_014331-R1	B_biased_purifying
Morus_014341-R1	B_biased_purifying
Morus_014345-R1	B_biased_purifying
Morus_014354-R2	B_biased_purifying
Morus_014356-R1	B_biased_purifying
Morus_014361-R1	B_biased_purifying
Morus_014369-R1	B_biased_purifying
Morus_014377-R1	B_biased_purifying
Morus_014379-R4	B_biased_purifying
Morus_014397-R1	B_biased_purifying
Morus_014400-R1	A_biased_purifying
Morus_014401-R1	B_biased_purifying
Morus_014427-R1	B_biased_purifying
Morus_014430-R1	B_biased_purifying
Morus_014441-R1	B_biased_purifying
Morus_014442-R1	B_biased_purifying
Morus_014445-R1	B_biased_purifying
Morus_014449-R1	B_biased_purifying
Morus_014462-R1	B_biased_purifying
Morus_014463-R1	B_biased_purifying
Morus_014468-R1	A_biased_purifying
Morus_014527-R1	B_biased_purifying
Morus_014531-R1	B_biased_purifying
Morus_014534-R1	B_biased_purifying
Morus_014553-R1	B_biased_purifying
Morus_014580-R1	B_biased_purifying
Morus_014586-R1	B_biased_purifying
Morus_014587-R1	B_biased_purifying
Morus_014588-R1	B_biased_purifying
Morus_014589-R1	B_biased_purifying
Morus_014609-R1	B_biased_purifying
Morus_014617-R1	B_biased_purifying
Morus_014618-R1	B_biased_purifying
Morus_014619-R1	B_biased_purifying
Morus_014620-R1	B_biased_purifying
Morus_014623-R1	B_biased_purifying
Morus_014626-R1	B_biased_purifying
Morus_014630-R1	B_biased_purifying
Morus_014633-R1	B_biased_purifying
Morus_014635-R1	B_biased_purifying
Morus_014647-R1	B_biased_purifying
Morus_014657-R1	B_biased_purifying
Morus_014661-R1	B_biased_purifying
Morus_014665-R1	B_biased_purifying
Morus_014668-R2	B_biased_purifying
Morus_014698-R1	B_biased_purifying
Morus_014705-R1	B_biased_purifying
Morus_014717-R1	A_biased_purifying
Morus_014727-R1	B_biased_purifying
Morus_014731-R1	B_biased_purifying
Morus_014734-R1	B_biased_purifying
Morus_014742-R1	B_biased_purifying
Morus_014746-R1	A_biased_purifying
Morus_014748-R1	B_biased_purifying
Morus_014767-R1	B_biased_purifying
Morus_014779-R1	B_biased_purifying
Morus_014793-R1	B_biased_purifying
Morus_014795-R1	B_biased_purifying
Morus_014805-R1	B_biased_purifying
Morus_014806-R1	B_biased_purifying
Morus_014812-R1	B_biased_purifying
Morus_014814-R1	B_biased_purifying
Morus_014815-R1	B_biased_purifying
Morus_014816-R1	A_biased_purifying
Morus_014827-R1	B_biased_purifying
Morus_014878-R1	B_biased_purifying
Morus_014956-R1	B_biased_purifying
Morus_014961-R1	B_biased_purifying
Morus_014985-R1	B_biased_purifying
Morus_015021-R1	B_biased_purifying
Morus_015028-R1	A_biased_purifying
Morus_015087-R1	B_biased_purifying
Morus_015119-R1	B_biased_purifying
Morus_015151-R1	B_biased_purifying
Morus_015186-R1	B_biased_purifying
Morus_015190-R1	B_biased_purifying
Morus_015193-R1	A_biased_purifying
Morus_015197-R1	B_biased_purifying
Morus_015208-R1	A_biased_purifying
Morus_015227-R1	B_biased_purifying
Morus_015231-R1	B_biased_purifying
Morus_015238-R1	B_biased_purifying
Morus_015239-R1	B_biased_purifying
Morus_015279-R1	B_biased_purifying
Morus_015293-R1	B_biased_purifying
Morus_015299-R1	B_biased_purifying
Morus_015300-R1	B_biased_purifying
Morus_015323-R1	B_biased_purifying
Morus_015337-R1	B_biased_purifying
Morus_015348-R1	B_biased_purifying
Morus_015354-R1	B_biased_purifying
Morus_015364-R1	B_biased_purifying
Morus_015381-R1	B_biased_purifying
Morus_015399-R1	B_biased_purifying
Morus_015432-R1	B_biased_purifying
Morus_015443-R1	B_biased_purifying
Morus_015445-R1	B_biased_purifying
Morus_015446-R1	B_biased_purifying
Morus_015447-R1	A_biased_purifying
Morus_015456-R1	B_biased_purifying
Morus_015458-R1	B_biased_purifying
Morus_015499-R1	B_biased_purifying
Morus_015504-R1	B_biased_purifying
Morus_015510-R1	B_biased_purifying
Morus_015521-R1	B_biased_purifying
Morus_015524-R1	B_biased_purifying
Morus_015527-R1	B_biased_purifying
Morus_015529-R1	B_biased_purifying
Morus_015531-R1	B_biased_purifying
Morus_015540-R1	B_biased_purifying
Morus_015554-R1	A_biased_purifying
Morus_015567-R1	B_biased_purifying
Morus_015610-R1	B_biased_purifying
Morus_015613-R1	B_biased_purifying
Morus_015618-R1	A_biased_purifying
Morus_015623-R1	B_biased_purifying
Morus_015631-R1	B_biased_purifying
Morus_015650-R1	B_biased_purifying
Morus_015662-R1	B_biased_purifying
Morus_015665-R1	B_biased_purifying
Morus_015707-R1	B_biased_purifying
Morus_015708-R1	A_biased_purifying
Morus_015749-R1	B_biased_purifying
Morus_015750-R1	B_biased_purifying
Morus_015774-R1	B_biased_purifying
Morus_015776-R1	B_biased_purifying
Morus_015781-R1	B_biased_purifying
Morus_015782-R1	B_biased_purifying
Morus_015784-R1	B_biased_purifying
Morus_015785-R1	B_biased_purifying
Morus_015806-R1	A_biased_purifying
Morus_015826-R1	B_biased_purifying
Morus_015827-R1	B_biased_purifying
Morus_015839-R1	B_biased_purifying
Morus_015864-R1	B_biased_purifying
Morus_015895-R1	B_biased_purifying
Morus_015912-R1	B_biased_purifying
Morus_015943-R1	B_biased_purifying
Morus_015982-R1	A_biased_purifying
Morus_015995-R1	B_biased_purifying
Morus_016021-R1	B_biased_purifying
Morus_016081-R1	B_biased_purifying
Morus_016090-R1	B_biased_purifying
Morus_016109-R1	B_biased_purifying
Morus_016110-R1	B_biased_purifying
Morus_016143-R1	B_biased_purifying
Morus_016146-R1	A_biased_purifying
Morus_016153-R1	B_biased_purifying
Morus_016158-R1	A_biased_purifying
Morus_016173-R1	B_biased_purifying
Morus_016181-R1	B_biased_purifying
Morus_016191-R1	B_biased_purifying
Morus_016194-R1	B_biased_purifying
Morus_016195-R1	B_biased_purifying
Morus_016197-R3	B_biased_purifying
Morus_016208-R1	B_biased_purifying
Morus_016219-R1	B_biased_purifying
Morus_016224-R1	B_biased_purifying
Morus_016228-R1	B_biased_purifying
Morus_016234-R1	A_biased_purifying
Morus_016243-R1	B_biased_purifying
Morus_016251-R1	B_biased_purifying
Morus_016264-R1	B_biased_purifying
Morus_016268-R1	B_biased_purifying
Morus_016275-R2	B_biased_purifying
Morus_016284-R1	B_biased_purifying
Morus_016290-R2	B_biased_purifying
Morus_016298-R2	B_biased_purifying
Morus_016299-R1	B_biased_purifying
Morus_016327-R1	B_biased_purifying
Morus_016331-R1	B_biased_purifying
Morus_016339-R1	B_biased_purifying
Morus_016350-R1	B_biased_purifying
Morus_016365-R1	B_biased_purifying
Morus_016367-R1	B_biased_purifying
Morus_016382-R4	B_biased_purifying
Morus_016383-R2	B_biased_purifying
Morus_016386-R1	B_biased_purifying
Morus_016416-R1	A_biased_purifying
Morus_016429-R1	B_biased_purifying
Morus_016441-R1	B_biased_purifying
Morus_016451-R1	B_biased_purifying
Morus_016453-R1	A_biased_purifying
Morus_016482-R1	B_biased_purifying
Morus_016527-R1	B_biased_purifying
Morus_016534-R1	A_biased_purifying
Morus_016547-R1	B_biased_purifying
Morus_016555-R1	B_biased_purifying
Morus_016572-R1	B_biased_purifying
Morus_016585-R1	B_biased_purifying
Morus_016696-R1	A_biased_purifying
Morus_016796-R1	A_biased_purifying
Morus_016799-R1	B_biased_purifying
Morus_016819-R1	B_biased_purifying
Morus_016841-R1	A_biased_purifying
Morus_016844-R1	B_biased_purifying
Morus_016858-R1	B_biased_purifying
Morus_016860-R1	B_biased_purifying
Morus_016863-R1	B_biased_purifying
Morus_016868-R1	B_biased_purifying
Morus_016880-R1	B_biased_purifying
Morus_016881-R1	A_biased_purifying
Morus_016884-R1	B_biased_purifying
Morus_016885-R1	B_biased_purifying
Morus_016886-R2	B_biased_purifying
Morus_016911-R1	B_biased_purifying
Morus_016936-R1	A_biased_purifying
Morus_016941-R1	B_biased_purifying
Morus_016942-R1	B_biased_purifying
Morus_016944-R1	A_biased_purifying
Morus_016946-R1	B_biased_purifying
Morus_016958-R1	B_biased_purifying
Morus_016964-R1	A_biased_purifying
Morus_016966-R1	B_biased_purifying
Morus_016971-R1	B_biased_purifying
Morus_016972-R1	B_biased_purifying
Morus_016985-R1	B_biased_purifying
Morus_017008-R1	A_biased_purifying
Morus_017018-R1	B_biased_purifying
Morus_017032-R1	B_biased_purifying
Morus_017061-R1	B_biased_purifying
Morus_017067-R1	B_biased_purifying
Morus_017096-R1	A_biased_purifying
Morus_017114-R1	B_biased_purifying
Morus_017137-R1	B_biased_purifying
Morus_017149-R1	B_biased_purifying
Morus_017154-R1	B_biased_purifying
Morus_017171-R1	B_biased_purifying
Morus_017173-R1	A_biased_purifying
Morus_017176-R1	A_biased_purifying
Morus_017215-R1	B_biased_purifying
Morus_017229-R1	B_biased_purifying
Morus_017254-R1	A_biased_purifying
Morus_017280-R1	B_biased_purifying
Morus_017304-R1	B_biased_purifying
Morus_017306-R1	B_biased_purifying
Morus_017317-R1	B_biased_purifying
Morus_017319-R1	A_biased_purifying
Morus_017346-R3	A_biased_purifying
Morus_017356-R1	B_biased_purifying
Morus_017361-R1	B_biased_purifying
Morus_017388-R1	B_biased_purifying
Morus_017391-R1	B_biased_purifying
Morus_017392-R1	B_biased_purifying
Morus_017395-R1	B_biased_purifying
Morus_017415-R1	B_biased_purifying
Morus_017442-R1	B_biased_purifying
Morus_017447-R1	A_biased_purifying
Morus_017468-R1	B_biased_purifying
Morus_017477-R1	B_biased_purifying
Morus_017484-R1	B_biased_purifying
Morus_017499-R1	B_biased_purifying
Morus_017502-R1	B_biased_purifying
Morus_017505-R1	B_biased_purifying
Morus_017515-R1	B_biased_purifying
Morus_017537-R1	B_biased_purifying
Morus_017567-R1	B_biased_purifying
Morus_017571-R1	B_biased_purifying
Morus_017576-R1	B_biased_purifying
Morus_017593-R1	B_biased_purifying
Morus_017606-R1	A_biased_purifying
Morus_017616-R1	A_biased_purifying
Morus_017620-R1	B_biased_purifying
Morus_017629-R1	B_biased_purifying
Morus_017642-R1	B_biased_purifying
Morus_017643-R1	B_biased_purifying
Morus_017679-R1	B_biased_purifying
Morus_017692-R1	B_biased_purifying
Morus_017693-R1	B_biased_purifying
Morus_017694-R1	B_biased_purifying
Morus_017716-R1	A_biased_purifying
Morus_017725-R1	B_biased_purifying
Morus_017733-R1	B_biased_purifying
Morus_017745-R1	B_biased_purifying
Morus_017749-R1	B_biased_purifying
Morus_017756-R1	B_biased_purifying
Morus_017762-R1	B_biased_purifying
Morus_017783-R1	B_biased_purifying
Morus_017799-R1	B_biased_purifying
Morus_017813-R1	B_biased_purifying
Morus_017814-R1	B_biased_purifying
Morus_017850-R1	B_biased_purifying
Morus_017855-R1	B_biased_purifying
Morus_017859-R1	B_biased_purifying
Morus_017893-R2	B_biased_purifying
Morus_017900-R1	A_biased_purifying
Morus_017905-R1	B_biased_purifying
Morus_017910-R1	B_biased_purifying
Morus_017916-R1	A_biased_purifying
Morus_017922-R3	A_biased_purifying
Morus_017944-R1	B_biased_purifying
Morus_017952-R1	B_biased_purifying
Morus_017966-R1	B_biased_purifying
Morus_017974-R1	B_biased_purifying
Morus_017980-R1	B_biased_purifying
Morus_017999-R1	A_biased_purifying
Morus_018012-R1	B_biased_purifying
Morus_018026-R1	B_biased_purifying
Morus_018036-R1	B_biased_purifying
Morus_018049-R1	B_biased_purifying
Morus_018102-R1	B_biased_purifying
Morus_018158-R1	B_biased_purifying
Morus_018170-R1	B_biased_purifying
Morus_018178-R1	B_biased_purifying
Morus_018198-R1	B_biased_purifying
Morus_018223-R1	B_biased_purifying
Morus_018293-R1	B_biased_purifying
Morus_018301-R1	B_biased_purifying
Morus_018324-R1	B_biased_purifying
Morus_018330-R1	B_biased_purifying
Morus_018333-R1	B_biased_purifying
Morus_018338-R1	B_biased_purifying
Morus_018343-R1	B_biased_purifying
Morus_018345-R1	B_biased_purifying
Morus_018346-R1	B_biased_purifying
Morus_018350-R1	B_biased_purifying
Morus_018373-R2	B_biased_purifying
Morus_018382-R1	B_biased_purifying
Morus_018425-R1	B_biased_purifying
Morus_018440-R1	B_biased_purifying
Morus_018447-R1	B_biased_purifying
Morus_018454-R1	B_biased_purifying
Morus_018457-R1	B_biased_purifying
Morus_018498-R1	B_biased_purifying
Morus_018505-R1	B_biased_purifying
Morus_018514-R1	B_biased_purifying
Morus_018515-R1	B_biased_purifying
Morus_018532-R1	B_biased_purifying
Morus_018539-R1	B_biased_purifying
Morus_018569-R1	B_biased_purifying
Morus_018570-R1	B_biased_purifying
Morus_018629-R1	B_biased_purifying
Morus_018632-R1	A_biased_purifying
Morus_018642-R1	B_biased_purifying
Morus_018651-R1	B_biased_purifying
Morus_018658-R1	A_biased_purifying
Morus_018659-R1	B_biased_purifying
Morus_018687-R1	B_biased_purifying
Morus_018752-R1	B_biased_purifying
Morus_018761-R1	A_biased_purifying
Morus_018802-R1	B_biased_purifying
Morus_018824-R1	A_biased_purifying
Morus_018829-R1	B_biased_purifying
Morus_018832-R1	B_biased_purifying
Morus_018845-R1	A_biased_purifying
Morus_018846-R1	B_biased_purifying
Morus_018856-R1	B_biased_purifying
Morus_018858-R1	A_biased_purifying
Morus_018866-R1	B_biased_purifying
Morus_018877-R1	B_biased_purifying
Morus_018911-R1	B_biased_purifying
Morus_018920-R1	A_biased_purifying
Morus_018926-R1	B_biased_purifying
Morus_018983-R1	B_biased_purifying
Morus_019007-R1	B_biased_purifying
Morus_019043-R1	B_biased_purifying
Morus_019159-R1	B_biased_purifying
Morus_019176-R1	B_biased_purifying
Morus_019188-R1	A_biased_purifying
Morus_019211-R1	A_biased_purifying
Morus_019217-R1	B_biased_purifying
Morus_019254-R1	B_biased_purifying
Morus_019277-R1	B_biased_purifying
Morus_019282-R1	B_biased_purifying
Morus_019293-R1	B_biased_purifying
Morus_019296-R1	B_biased_purifying
Morus_019298-R1	B_biased_purifying
Morus_019333-R1	B_biased_purifying
Morus_019361-R1	B_biased_purifying
Morus_019364-R1	B_biased_purifying
Morus_019396-R2	B_biased_purifying
Morus_019398-R1	B_biased_purifying
Morus_019404-R1	B_biased_purifying
Morus_019416-R1	B_biased_purifying
Morus_019418-R1	B_biased_purifying
Morus_019438-R1	B_biased_purifying
Morus_019448-R1	B_biased_purifying
Morus_019463-R1	B_biased_purifying
Morus_019488-R1	A_biased_purifying
Morus_019492-R1	B_biased_purifying
Morus_019539-R1	B_biased_purifying
Morus_019548-R1	B_biased_purifying
Morus_019567-R1	B_biased_purifying
Morus_019568-R1	A_biased_purifying
Morus_019576-R1	B_biased_purifying
Morus_019582-R1	B_biased_purifying
Morus_019584-R1	B_biased_purifying
Morus_019586-R2	B_biased_purifying
Morus_019602-R1	A_biased_purifying
Morus_019616-R1	B_biased_purifying
Morus_019632-R1	B_biased_purifying
Morus_019637-R1	B_biased_purifying
Morus_019660-R1	A_biased_purifying
Morus_019676-R1	B_biased_purifying
Morus_019693-R1	B_biased_purifying
Morus_019707-R1	B_biased_purifying
Morus_019710-R1	B_biased_purifying
Morus_019717-R1	B_biased_purifying
Morus_019725-R1	B_biased_purifying
Morus_019729-R1	B_biased_purifying
Morus_019733-R1	B_biased_purifying
Morus_019736-R1	A_biased_purifying
Morus_019739-R1	B_biased_purifying
Morus_019740-R1	A_biased_purifying
Morus_019747-R1	B_biased_purifying
Morus_019769-R1	B_biased_purifying
Morus_019775-R1	A_biased_purifying
Morus_019777-R1	B_biased_purifying
Morus_019778-R1	B_biased_purifying
Morus_019792-R1	B_biased_purifying
Morus_019793-R1	B_biased_purifying
Morus_019794-R1	B_biased_purifying
Morus_019803-R1	B_biased_purifying
Morus_019804-R1	B_biased_purifying
Morus_019806-R1	B_biased_purifying
Morus_019810-R1	B_biased_purifying
Morus_019825-R1	B_biased_purifying
Morus_019837-R1	B_biased_purifying
Morus_019839-R1	B_biased_purifying
Morus_019841-R1	B_biased_purifying
Morus_019843-R1	B_biased_purifying
Morus_019844-R1	B_biased_purifying
Morus_019851-R1	B_biased_purifying
Morus_019864-R1	B_biased_purifying
Morus_019873-R1	B_biased_purifying
Morus_019874-R1	B_biased_purifying
Morus_019888-R1	B_biased_purifying
Morus_019901-R1	B_biased_purifying
Morus_019902-R1	B_biased_purifying
Morus_019906-R1	B_biased_purifying
Morus_019907-R1	B_biased_purifying
Morus_019913-R1	A_biased_purifying
Morus_019924-R1	B_biased_purifying
Morus_019927-R1	A_biased_purifying
Morus_019931-R1	B_biased_purifying
Morus_019932-R1	B_biased_purifying
Morus_019934-R1	B_biased_purifying
