Gene	ID	Subset	omega_A	omega_B	pos_A	pos_B	puri_A	puri_B	log2_omega_ratio	cand
Morus_005732-R1	C	22	0.562427112589101	0.162134123463353	FALSE	FALSE	FALSE	TRUE	1.79447838444886	purifying
Morus_005735-R1	C	22	0.367377159859189	0.142619819953676	FALSE	FALSE	FALSE	TRUE	1.3650874478715	purifying
Morus_005738-R1	C	22	0.381277045174159	0.20940745836543	FALSE	FALSE	FALSE	TRUE	0.864526849103186	purifying
Morus_005740-R1	C	22	0.561151333084663	0.255191394174382	FALSE	FALSE	FALSE	TRUE	1.13681021603215	purifying
Morus_005774-R1	C	22	0.544648265128556	0.0333428747968377	FALSE	FALSE	FALSE	TRUE	4.02987443259276	purifying
Morus_005775-R1	C	22	0.699142744644103	0.124730149600167	FALSE	FALSE	FALSE	TRUE	2.48677680852192	purifying
Morus_005781-R1	C	22	0.345172270801361	0.10654394304379	FALSE	FALSE	FALSE	TRUE	1.69586799202218	purifying
Morus_005783-R1	C	22	0.811182453910552	0.112180457004783	FALSE	FALSE	FALSE	TRUE	2.85420508135896	purifying
Morus_005788-R1	C	22	0.550138479164661	0.239933083807521	FALSE	FALSE	FALSE	TRUE	1.19716271393862	purifying
Morus_005789-R1	C	22	1.64070978555564	0.063397391766785	FALSE	FALSE	FALSE	TRUE	4.69375277464092	purifying
Morus_005792-R1	C	22	0.405119487324786	0.160907801695854	FALSE	FALSE	FALSE	TRUE	1.33211320660864	purifying
Morus_005795-R1	C	22	0.46436331137211	0.14155421667685	FALSE	FALSE	FALSE	TRUE	1.71389926610606	purifying
Morus_005819-R1	C	22	0.214811581210435	0.0866634747617154	FALSE	FALSE	TRUE	TRUE	1.30957578836433	purifying
Morus_005847-R1	C	22	0.148846631097512	0.0657955489979484	FALSE	FALSE	FALSE	TRUE	1.17776467335896	purifying
Morus_005855-R1	C	22	1.25974783412611	0.327269962354021	FALSE	FALSE	FALSE	TRUE	1.94458187644113	purifying
Morus_005863-R1	C	22	0.186302403033166	0.086575965321502	FALSE	FALSE	FALSE	TRUE	1.10560780942553	purifying
Morus_005875-R1	C	22	0.216149085094509	0.0539056108570786	FALSE	FALSE	FALSE	TRUE	2.0035193784061	purifying
Morus_005881-R1	C	22	0.537140324703414	0.148179202279353	FALSE	FALSE	FALSE	TRUE	1.85795606080683	purifying
Morus_005926-R1	C	22	0.230845688634939	0.0678971362896357	FALSE	FALSE	FALSE	TRUE	1.76550615625361	purifying
Morus_005928-R1	C	22	4.51684370126057	0.294275392598284	FALSE	FALSE	FALSE	TRUE	3.94007617847966	purifying
Morus_005946-R1	C	22	0.234513638318258	0.107672799007552	FALSE	FALSE	TRUE	TRUE	1.12301799315834	purifying
Morus_006002-R1	C	22	0.455910003048657	0.150761645874095	FALSE	FALSE	FALSE	TRUE	1.59647961330097	purifying
Morus_006005-R1	C	22	0.420368983667613	0.163684774424354	FALSE	FALSE	FALSE	TRUE	1.36073609408094	purifying
Morus_006006-R1	C	22	0.554495106080002	0.280234508459602	FALSE	FALSE	FALSE	TRUE	0.984540105213624	purifying
Morus_006008-R1	C	22	0.191594322303615	0.118507673856171	FALSE	FALSE	FALSE	TRUE	0.693074326408312	purifying
Morus_006013-R6	C	22	0.275976230427187	0.0827533556212117	FALSE	FALSE	FALSE	TRUE	1.73765429536354	purifying
Morus_006032-R1	C	22	0.269080918490036	0.0401077861952828	FALSE	FALSE	FALSE	TRUE	2.74608584592001	purifying
Morus_006041-R1	C	22	3.78416142993333	0.143999974968874	FALSE	FALSE	FALSE	TRUE	4.71583316844762	purifying
Morus_006049-R1	C	22	0.460825159139725	0.121934826299241	FALSE	FALSE	FALSE	TRUE	1.91810924530454	purifying
Morus_006063-R1	C	22	1.48504940934695	0.328735383655324	FALSE	FALSE	FALSE	TRUE	2.17551227664675	purifying
Morus_006067-R1	C	22	0.679529505662579	0.258060325083142	FALSE	FALSE	FALSE	TRUE	1.39682784070887	purifying
Morus_006080-R1	C	22	0.199333603190719	0.0857021888389575	FALSE	FALSE	FALSE	TRUE	1.21778098038348	purifying
Morus_006084-R1	C	22	0.453736080962663	0.174574021936601	FALSE	FALSE	FALSE	TRUE	1.37801449700197	purifying
Morus_006109-R1	C	22	0.311273421429374	0.0769261911260818	FALSE	FALSE	FALSE	TRUE	2.01663561272904	purifying
Morus_006115-R1	C	22	0.62695926407171	0.201691478854636	FALSE	FALSE	FALSE	TRUE	1.63622157502859	purifying
Morus_006124-R1	C	22	0.238041296269322	0.0843029907093829	FALSE	FALSE	FALSE	TRUE	1.4975561613908	purifying
Morus_006148-R1	C	22	0.608034587631958	0.109052741918914	FALSE	FALSE	FALSE	TRUE	2.47912734853136	purifying
Morus_006158-R1	C	22	0.56701006706086	0.0175669678758311	FALSE	FALSE	FALSE	TRUE	5.01243724652665	purifying
Morus_006166-R1	C	22	0.448620946801627	0.249885932337235	FALSE	FALSE	FALSE	TRUE	0.844227298382161	purifying
Morus_006168-R2	C	22	0.41675235789856	0.208806635170949	FALSE	FALSE	FALSE	TRUE	0.997022805083572	purifying
Morus_006177-R1	C	22	0.305076727359074	0.140277326169903	FALSE	FALSE	TRUE	TRUE	1.12089029205752	purifying
Morus_006188-R1	C	22	0.0681771416938423	0.016181764957061	FALSE	FALSE	TRUE	TRUE	2.07491914402597	purifying
Morus_006189-R1	C	22	0.3778946538044	0.189857060677979	FALSE	FALSE	FALSE	TRUE	0.993070455500675	purifying
Morus_006190-R1	C	22	0.128888861999571	0.0742438487304471	FALSE	FALSE	TRUE	TRUE	0.795784192362723	purifying
Morus_006195-R1	C	22	0.063434714318322	0.0275540991454658	FALSE	FALSE	FALSE	TRUE	1.20300560342008	purifying
Morus_006212-R1	C	22	0.169975113585487	0.0934098372193952	FALSE	FALSE	TRUE	TRUE	0.863677136997218	purifying
Morus_006216-R1	C	22	0.0862109262045737	0.0348450753211335	FALSE	FALSE	FALSE	TRUE	1.30691595185492	purifying
Morus_006217-R1	C	22	0.386589713386618	0.236010418383795	FALSE	FALSE	FALSE	TRUE	0.711952703000649	purifying
Morus_006228-R1	C	22	0.299626855766674	0.102147525650369	FALSE	FALSE	FALSE	TRUE	1.55251268170033	purifying
Morus_006247-R1	C	22	0.454873475555931	0.156105993453877	FALSE	FALSE	TRUE	TRUE	1.54293938261024	purifying
Morus_006251-R1	C	22	0.332056731499628	0.194889099416365	FALSE	FALSE	FALSE	TRUE	0.768776345681778	purifying
Morus_006254-R2	C	22	0.639066575557831	0.37365029424788	FALSE	FALSE	FALSE	TRUE	0.774277575141188	purifying
Morus_006255-R1	C	22	0.700640459098935	0.120670130419918	FALSE	FALSE	FALSE	TRUE	2.53760569148585	purifying
Morus_006258-R2	C	22	0.642055517312119	0.388795716419474	FALSE	FALSE	FALSE	TRUE	0.723685725770423	purifying
Morus_006259-R1	C	22	0.171493488684091	0.104135935673761	FALSE	FALSE	FALSE	TRUE	0.719685794834256	purifying
Morus_006288-R1	C	22	0.336761207979988	0.117132971855992	FALSE	FALSE	FALSE	TRUE	1.52357872339291	purifying
Morus_006295-R1	C	22	0.425090823513391	0.0659850137306906	FALSE	FALSE	FALSE	TRUE	2.68756080839288	purifying
Morus_006327-R1	C	22	0.418986949792293	0.208624045627479	FALSE	FALSE	FALSE	TRUE	1.00599985908546	purifying
Morus_006332-R1	C	22	0.325016457951682	0.05782982204743	FALSE	FALSE	FALSE	TRUE	2.49062720634014	purifying
Morus_006347-R2	C	22	0.146247794758455	0.055342366257172	FALSE	FALSE	FALSE	TRUE	1.40195863548306	purifying
Morus_006363-R1	C	22	0.36535723540455	0.0665439026523956	FALSE	FALSE	FALSE	TRUE	2.45692939356358	purifying
Morus_006367-R1	C	22	0.136500077280409	0.0937575862674831	FALSE	FALSE	TRUE	TRUE	0.54189443389948	purifying
Morus_006368-R1	C	22	0.227435738861688	0.144031749036585	FALSE	FALSE	FALSE	TRUE	0.659072113492585	purifying
Morus_006400-R1	C	22	0.537553353553226	0.188694761198882	FALSE	FALSE	FALSE	TRUE	1.51035358357434	purifying
Morus_006454-R1	C	22	0.0613389695602907	0.0165605744982994	FALSE	FALSE	TRUE	TRUE	1.88905120898581	purifying
Morus_006459-R1	C	22	0.428178465496873	0.123181953062032	FALSE	FALSE	FALSE	TRUE	1.79742133213593	purifying
Morus_006460-R1	C	22	0.354488305869416	0.118872015020282	FALSE	FALSE	FALSE	TRUE	1.57632892131248	purifying
Morus_006462-R1	C	22	1.37557182146748	0.144730845300791	FALSE	FALSE	FALSE	TRUE	3.24858713819078	purifying
Morus_006468-R1	C	22	0.317992718450938	0.141260351465692	FALSE	FALSE	FALSE	TRUE	1.17063713922241	purifying
Morus_006474-R1	C	22	0.342397855219668	0.112751960940132	FALSE	FALSE	FALSE	TRUE	1.60252114021098	purifying
Morus_006477-R1	C	22	0.466169064674861	0.232555194904749	FALSE	FALSE	FALSE	TRUE	1.00328010164672	purifying
Morus_006516-R1	C	22	0.450500866456505	0.19650943809036	FALSE	FALSE	FALSE	TRUE	1.19693127590613	purifying
Morus_006519-R1	C	22	0.85837794846423	0.223509325753105	FALSE	FALSE	FALSE	TRUE	1.94127798606545	purifying
Morus_006534-R1	C	22	0.361018170133013	0.18304551767903	FALSE	FALSE	FALSE	TRUE	0.979869004006275	purifying
Morus_006538-R1	C	22	0.101011210264135	0.0494175686886392	FALSE	FALSE	TRUE	TRUE	1.03141947483625	purifying
Morus_006548-R1	C	22	0.296407347006778	0.159144216261693	FALSE	FALSE	FALSE	TRUE	0.897246481541045	purifying
Morus_006550-R1	C	22	0.132895296252668	0.0413335944722343	FALSE	FALSE	FALSE	TRUE	1.68490330758198	purifying
Morus_006551-R1	C	22	0.490364195857984	0.0589148781246096	FALSE	FALSE	FALSE	TRUE	3.05714972636689	purifying
Morus_006553-R1	C	22	0.414914527074942	0.175033203141903	FALSE	FALSE	FALSE	TRUE	1.2451855481824	purifying
Morus_006554-R1	C	22	0.904778589264606	0.219947165741232	FALSE	FALSE	FALSE	TRUE	2.04040777903773	purifying
Morus_006562-R1	C	22	0.433469521320648	0.0364431898391261	FALSE	FALSE	FALSE	TRUE	3.57220940878236	purifying
Morus_006569-R1	C	22	0.376210381684715	0.124930773445242	FALSE	FALSE	FALSE	TRUE	1.59041077008626	purifying
Morus_006572-R1	C	22	1.01002022975443	0.214579063772453	FALSE	FALSE	FALSE	TRUE	2.23480296307927	purifying
Morus_006580-R1	C	22	0.783908697372438	0.181980843935867	FALSE	FALSE	FALSE	TRUE	2.10689903768805	purifying
Morus_006605-R1	C	22	0.740270211784899	0.127051518725012	FALSE	FALSE	FALSE	TRUE	2.54263835529208	purifying
Morus_006617-R1	C	22	2.26156798969327	0.208621226159662	FALSE	FALSE	FALSE	TRUE	3.43836551107699	purifying
Morus_006623-R1	C	22	0.163182466404385	0.105072387276775	FALSE	FALSE	TRUE	TRUE	0.635102468267158	purifying
Morus_006644-R1	C	22	0.338607571974935	0.111813735941586	FALSE	FALSE	FALSE	TRUE	1.59851680597482	purifying
Morus_006672-R1	C	22	0.617427772977027	0.0849330369985721	FALSE	FALSE	FALSE	TRUE	2.86187263608813	purifying
Morus_006674-R1	C	22	1.02324273435522	0.151280230527902	FALSE	FALSE	FALSE	TRUE	2.75785305084559	purifying
Morus_006676-R1	C	22	0.118001738821263	0.0315684734979353	FALSE	FALSE	FALSE	TRUE	1.90225171311603	purifying
Morus_006679-R1	C	22	0.327625533134693	0.144701345582859	FALSE	FALSE	FALSE	TRUE	1.17896945860421	purifying
Morus_006690-R1	C	22	0.116580652332626	0.0776796994870808	FALSE	FALSE	TRUE	TRUE	0.585718854801275	purifying
Morus_006695-R1	C	22	0.325476080984124	0.052846778542678	FALSE	FALSE	FALSE	TRUE	2.62266408965095	purifying
Morus_006698-R1	C	22	0.33951399249286	0.163537309880601	FALSE	FALSE	FALSE	TRUE	1.05385121997787	purifying
Morus_006724-R2	C	22	0.312269825081823	0.139077962097205	FALSE	FALSE	FALSE	TRUE	1.16689933456433	purifying
Morus_006730-R1	C	22	0.157498684485587	0.0875774477158313	FALSE	FALSE	FALSE	TRUE	0.846708467678029	purifying
Morus_006776-R1	C	22	0.505474063616303	0.192228719160511	FALSE	FALSE	FALSE	TRUE	1.39481317561238	purifying
Morus_006817-R2	C	22	0.275152806944007	0.130009831318567	FALSE	FALSE	TRUE	TRUE	1.0816123225506	purifying
Morus_006824-R1	C	22	0.336936619963292	0.101416197479396	FALSE	FALSE	FALSE	TRUE	1.73218914850583	purifying
Morus_006826-R1	C	22	2.01494970627866	0.385049578247699	FALSE	FALSE	FALSE	TRUE	2.38762770758551	purifying
Morus_006829-R1	C	22	0.594596060019429	0.133817170258362	FALSE	FALSE	FALSE	TRUE	2.15164666155787	purifying
Morus_006835-R1	C	22	0.346940774099807	0.21157303993821	FALSE	FALSE	TRUE	TRUE	0.713533601601658	purifying
Morus_006850-R1	C	22	0.244769435045608	0.0705779974096445	FALSE	FALSE	FALSE	TRUE	1.79413301586846	purifying
Morus_006851-R1	C	22	0.151801642731613	0.104368200676221	FALSE	FALSE	FALSE	TRUE	0.540505190336247	purifying
Morus_006878-R2	C	22	0.534032160011964	0.0955748637568424	FALSE	FALSE	FALSE	TRUE	2.48222348163821	purifying
Morus_006909-R1	C	22	0.275435778753234	0.112757677526522	FALSE	FALSE	FALSE	TRUE	1.28849030778384	purifying
Morus_006929-R1	C	22	0.192112998318215	0.07657333221616	FALSE	FALSE	TRUE	TRUE	1.32704118963033	purifying
Morus_006935-R1	C	22	0.367628688649564	0.0854322035662296	FALSE	FALSE	FALSE	TRUE	2.10539745501192	purifying
Morus_006938-R1	C	22	0.116230570837911	0.0499516871448455	FALSE	FALSE	TRUE	TRUE	1.21838426298177	purifying
Morus_006940-R1	C	22	0.203127819635706	0.118324995267355	FALSE	FALSE	TRUE	TRUE	0.779632974975482	purifying
Morus_006953-R1	C	22	1.30712244671465	0.121005533376571	FALSE	FALSE	FALSE	TRUE	3.43324936804713	purifying
Morus_006958-R1	C	22	0.234687816354055	0.11632136500026	FALSE	FALSE	FALSE	TRUE	1.01262684323783	purifying
Morus_006982-R1	C	22	0.304564864702992	0.156299460202805	FALSE	FALSE	TRUE	TRUE	0.962436722994284	purifying
Morus_007011-R1	C	22	0.317887548128549	0.140304041015245	FALSE	FALSE	TRUE	TRUE	1.17995994440155	purifying
Morus_007017-R1	C	22	2.6835657975459	0.28428541406755	FALSE	FALSE	FALSE	TRUE	3.2387392763908	purifying
Morus_007022-R1	C	22	0.262665014450204	0.138257864108728	FALSE	FALSE	TRUE	TRUE	0.925862510840667	purifying
Morus_007029-R1	C	22	0.553872031034469	0.0173481015764158	FALSE	FALSE	FALSE	TRUE	4.99670298763243	purifying
Morus_007059-R1	C	22	0.801122199662188	0.254312282681947	FALSE	FALSE	FALSE	TRUE	1.65542117931523	purifying
Morus_007061-R3	C	22	0.455534427140077	0.197500949811189	FALSE	FALSE	FALSE	TRUE	1.20570049878395	purifying
Morus_007063-R1	C	22	0.162686750773785	0.0890171514100308	FALSE	FALSE	FALSE	TRUE	0.869941522823891	purifying
Morus_007092-R1	C	22	0.160414989772793	0.105152937599427	FALSE	FALSE	TRUE	TRUE	0.60931980447227	purifying
Morus_007108-R1	C	22	0.213147480370442	0.0980924675665138	FALSE	FALSE	FALSE	TRUE	1.11963773867606	purifying
Morus_007123-R1	C	22	0.18750500002417	0.0716596744585694	FALSE	FALSE	FALSE	TRUE	1.38769567246616	purifying
Morus_007133-R1	C	22	1.93483622635363	0.196297693020091	FALSE	FALSE	FALSE	TRUE	3.30109633223092	purifying
Morus_007140-R1	C	22	0.162456889133316	0.0286398921164331	FALSE	FALSE	TRUE	TRUE	2.50395896053116	purifying
Morus_007163-R1	C	22	0.821880606026641	0.241041186845884	FALSE	FALSE	FALSE	TRUE	1.76964914826395	purifying
Morus_007216-R1	C	22	0.150721828787021	0.0593414016607725	FALSE	FALSE	TRUE	TRUE	1.34477746594517	purifying
Morus_007226-R1	C	22	0.430365103011263	0.0618345423581005	FALSE	FALSE	FALSE	TRUE	2.79907620410354	purifying
Morus_007248-R1	C	22	0.11795147664436	0.0758139380272947	FALSE	FALSE	TRUE	TRUE	0.637658469483449	purifying
Morus_007252-R1	C	22	0.488053073055527	0.139055998125973	FALSE	FALSE	FALSE	TRUE	1.81137206526375	purifying
Morus_007258-R1	C	22	0.512466836629665	0.232857450910697	FALSE	FALSE	FALSE	TRUE	1.13801160035353	purifying
Morus_007293-R1	C	22	1.79450456840979	0.307626603930703	FALSE	FALSE	FALSE	TRUE	2.54433341607334	purifying
Morus_007305-R1	C	22	0.396784694975499	0.114801784762866	FALSE	FALSE	FALSE	TRUE	1.78921130726551	purifying
Morus_007315-R1	C	22	0.21057115953235	0.123359753354689	FALSE	FALSE	TRUE	TRUE	0.771436068139053	purifying
Morus_007336-R1	C	22	0.68024551845016	0.126357357727966	FALSE	FALSE	FALSE	TRUE	2.42854587267075	purifying
Morus_007341-R2	C	22	0.312821235423047	0.0717914286715268	FALSE	FALSE	FALSE	TRUE	2.12345493819184	purifying
Morus_007361-R3	C	22	1.41457461659239	0.328945126758256	FALSE	FALSE	FALSE	TRUE	2.10444943381317	purifying
Morus_007400-R1	C	22	0.34145217062336	0.0557576320323735	FALSE	FALSE	FALSE	TRUE	2.6144423073119	purifying
Morus_007414-R1	C	22	0.297074604116517	0.128609779436551	FALSE	FALSE	FALSE	TRUE	1.20782493062564	purifying
Morus_007444-R1	C	22	2.3298384553298	0.108669111458451	FALSE	FALSE	FALSE	TRUE	4.42221609943509	purifying
Morus_007464-R1	C	22	0.853385111670754	0.219599859068583	FALSE	FALSE	FALSE	TRUE	1.95831981273633	purifying
Morus_007487-R1	C	22	0.207765396269605	0.132292951697866	FALSE	FALSE	FALSE	TRUE	0.651219190811087	purifying
Morus_007492-R1	C	22	0.312130950566742	0.0939664344482691	FALSE	FALSE	FALSE	TRUE	1.73193400855436	purifying
Morus_007497-R1	C	22	0.197748552414658	0.0868790002886631	FALSE	FALSE	TRUE	TRUE	1.18658772638104	purifying
Morus_007506-R1	C	22	0.424839189154301	0.231439962774382	FALSE	FALSE	FALSE	TRUE	0.876278856888246	purifying
Morus_007507-R1	C	22	0.32847058785416	0.0441223083944857	FALSE	FALSE	FALSE	TRUE	2.89618401645874	purifying
Morus_007508-R1	C	22	0.529442218740776	0.258033366336834	FALSE	FALSE	FALSE	TRUE	1.0369156098545	purifying
Morus_007521-R1	C	22	0.47837728444439	0.261257256784203	FALSE	FALSE	FALSE	TRUE	0.872677774746353	purifying
Morus_007532-R1	C	22	0.630043268071677	0.153764470507002	FALSE	FALSE	FALSE	TRUE	2.03472872239077	purifying
Morus_007539-R1	C	22	0.231872466033593	0.101137628511037	FALSE	FALSE	FALSE	TRUE	1.19701166018581	purifying
Morus_007544-R1	C	22	0.504791459332327	0.146742052588687	FALSE	FALSE	FALSE	TRUE	1.78240513083402	purifying
Morus_007552-R1	C	22	1.81685380066377	0.155020734401678	FALSE	FALSE	FALSE	TRUE	3.55090923536504	purifying
Morus_007554-R1	C	22	0.0580215263490276	0.0385624045608109	FALSE	FALSE	FALSE	TRUE	0.589393234735467	purifying
Morus_007668-R1	C	22	0.829231926693959	0.123167791929817	FALSE	FALSE	FALSE	TRUE	2.75115061927801	purifying
Morus_007668-R1	J	22	0.0978707937487532	0.741812376121443	FALSE	FALSE	TRUE	FALSE	-2.92210403214173	purifying
Morus_007697-R1	C	22	0.279227124313643	0.130841468099766	FALSE	FALSE	FALSE	TRUE	1.09361924042941	purifying
Morus_007718-R1	C	22	0.184023972462908	0.0775681440825325	FALSE	FALSE	FALSE	TRUE	1.24635752690288	purifying
Morus_007755-R1	C	22	2.27785442950721	0.178187570997771	FALSE	FALSE	FALSE	TRUE	3.6762069377926	purifying
Morus_007762-R1	C	22	0.389402027751122	0.0477678890082884	FALSE	FALSE	FALSE	TRUE	3.02714736994033	purifying
Morus_007773-R2	C	22	1.00953926566617	0.066122894330648	FALSE	FALSE	FALSE	TRUE	3.93240333899465	purifying
Morus_007842-R1	C	22	0.711185429378607	0.0487225914291553	FALSE	FALSE	FALSE	TRUE	3.86756299319879	purifying
Morus_007843-R1	C	22	0.901913200482613	0.184291680458302	FALSE	FALSE	FALSE	TRUE	2.29099765179664	purifying
Morus_007919-R1	C	22	0.120702379700424	0.0520828681906019	FALSE	FALSE	TRUE	TRUE	1.21257331507855	purifying
Morus_007927-R1	C	22	2.61127744227517	0.211570143402778	FALSE	FALSE	FALSE	TRUE	3.62554779381194	purifying
Morus_007930-R1	C	22	0.681988204219186	0.151896235228704	FALSE	FALSE	FALSE	TRUE	2.16666067350606	purifying
Morus_007932-R2	C	22	0.643857923506542	0.0680374452956866	FALSE	FALSE	FALSE	TRUE	3.24234149599849	purifying
Morus_007933-R1	C	22	0.268889492229516	0.085148618920259	FALSE	FALSE	FALSE	TRUE	1.65895834288645	purifying
Morus_007938-R1	C	22	0.807471645813335	0.0638785786018465	FALSE	FALSE	FALSE	TRUE	3.66000748478079	purifying
Morus_007945-R1	C	22	0.871018559013949	0.206747848157785	FALSE	FALSE	FALSE	TRUE	2.07483114519111	purifying
Morus_007958-R1	C	22	0.209912217480199	0.0600427871008493	FALSE	FALSE	FALSE	TRUE	1.80572328649511	purifying
Morus_007976-R1	C	22	0.177715671330811	0.0789896854516338	FALSE	FALSE	TRUE	TRUE	1.16983472456237	purifying
Morus_007981-R1	C	22	0.507822602996001	0.132655057308095	FALSE	FALSE	FALSE	TRUE	1.936644932678	purifying
Morus_007998-R1	C	22	0.626716475216101	0.0681710369871628	FALSE	FALSE	FALSE	TRUE	3.20058208545592	purifying
Morus_008002-R1	C	22	0.300072212863636	0.171148524757403	FALSE	FALSE	FALSE	TRUE	0.810060872543361	purifying
Morus_008005-R1	C	22	0.248981537899655	0.0609333402616363	FALSE	FALSE	FALSE	TRUE	2.03073503601716	purifying
Morus_008007-R1	C	22	0.56675382289994	0.271125683351298	FALSE	FALSE	FALSE	TRUE	1.06376043324376	purifying
Morus_008018-R1	C	22	0.581499114495656	0.0849526611557471	FALSE	FALSE	FALSE	TRUE	2.77504594888666	purifying
Morus_008026-R1	C	22	0.165504602661215	0.0550137009036649	FALSE	FALSE	TRUE	TRUE	1.58900847383189	purifying
Morus_008036-R1	C	22	0.0922840318317544	0.0266656717870445	FALSE	FALSE	TRUE	TRUE	1.7910973616151	purifying
Morus_008040-R1	C	22	0.557020882387064	0.348547651163339	FALSE	FALSE	FALSE	TRUE	0.676375508931269	purifying
Morus_008079-R1	C	22	0.375147570837484	0.162528038130985	FALSE	FALSE	FALSE	TRUE	1.20676959385136	purifying
Morus_008094-R1	C	22	0.302179598101379	0.0572362150810686	FALSE	FALSE	FALSE	TRUE	2.40040608134389	purifying
Morus_008112-R1	C	22	0.0676896250526162	0.0250663324300934	FALSE	FALSE	TRUE	TRUE	1.43318380120287	purifying
Morus_008125-R1	C	22	0.342349664358638	0.177301508467646	FALSE	FALSE	FALSE	TRUE	0.949265787377488	purifying
Morus_008131-R1	C	22	0.597374142761196	0.0694430476799958	FALSE	FALSE	FALSE	TRUE	3.10473262166263	purifying
Morus_008138-R1	C	22	0.285584675682174	0.141605183859879	FALSE	FALSE	TRUE	TRUE	1.01204448687895	purifying
Morus_008147-R1	C	22	0.0663441499020092	0.0421504918147438	FALSE	FALSE	TRUE	TRUE	0.654419792436248	purifying
Morus_008158-R1	C	22	0.116492325911924	0.0148035641293818	FALSE	FALSE	TRUE	TRUE	2.97621845022642	purifying
Morus_008170-R1	C	22	0.793276673565082	0.114287658916107	FALSE	FALSE	FALSE	TRUE	2.79515450098494	purifying
Morus_008190-R1	C	22	0.237018143245614	0.0857742651682021	FALSE	FALSE	FALSE	TRUE	1.46638073233518	purifying
Morus_008194-R1	C	22	0.350825388585309	0.0970542785010465	FALSE	FALSE	FALSE	TRUE	1.85388943810521	purifying
Morus_008199-R1	C	22	1.53366824131413	0.116785776252829	FALSE	FALSE	FALSE	TRUE	3.71504995779711	purifying
Morus_008216-R1	C	22	0.380151253268234	0.123712572974123	FALSE	FALSE	FALSE	TRUE	1.61958141767785	purifying
Morus_008226-R1	C	22	0.507307947566935	0.0269410737743138	FALSE	FALSE	FALSE	TRUE	4.23498250444109	purifying
Morus_008231-R1	C	22	2.3906140959956	0.31597955346498	FALSE	FALSE	FALSE	TRUE	2.91947815029533	purifying
Morus_008241-R1	C	22	0.570053948120032	0.16972763042479	FALSE	FALSE	FALSE	TRUE	1.74787701361016	purifying
Morus_008250-R1	C	22	0.235063003860812	0.0629894701084704	FALSE	FALSE	FALSE	TRUE	1.89986491382163	purifying
Morus_008275-R1	C	22	0.308846971406955	0.202729185452269	FALSE	FALSE	FALSE	TRUE	0.607338385397337	purifying
Morus_008278-R1	C	22	0.512116701812862	0.131168249551829	FALSE	FALSE	FALSE	TRUE	1.96505406591798	purifying
Morus_008282-R4	C	22	0.43938094112509	0.256153383579226	FALSE	FALSE	FALSE	TRUE	0.778464343081117	purifying
Morus_008282-R4	J	22	0.21329291521191	0.356496356138498	FALSE	FALSE	TRUE	FALSE	-0.741051284930777	purifying
Morus_008300-R1	C	22	0.0732450024931367	0.0445769013869859	FALSE	FALSE	TRUE	TRUE	0.716433991802377	purifying
Morus_008303-R1	C	22	0.973408462488696	0.0599448214056854	FALSE	FALSE	FALSE	TRUE	4.021338286336	purifying
Morus_008322-R2	C	22	0.708158507630088	0.225588796304932	FALSE	FALSE	FALSE	TRUE	1.65037689675616	purifying
Morus_008332-R1	C	22	0.996332649503377	0.161237951923834	FALSE	FALSE	FALSE	TRUE	2.62743613797114	purifying
Morus_008341-R4	C	22	0.249627622272993	0.102762491476576	FALSE	FALSE	TRUE	TRUE	1.28046380896731	purifying
Morus_008344-R1	C	22	0.59758049942815	0.140041304657812	FALSE	FALSE	FALSE	TRUE	2.09328066265729	purifying
Morus_008347-R1	C	22	0.635247135572219	0.121839001419963	FALSE	FALSE	FALSE	TRUE	2.38234194215298	purifying
Morus_008350-R1	C	22	0.26327514881195	0.0762929714636906	FALSE	FALSE	FALSE	TRUE	1.78694928914393	purifying
Morus_008355-R1	C	22	0.353877793944903	0.0790647287612332	FALSE	FALSE	FALSE	TRUE	2.1621450859656	purifying
Morus_008373-R2	C	22	0.376204108486577	0.197057175041859	FALSE	FALSE	FALSE	TRUE	0.932901324121653	purifying
Morus_008380-R2	C	22	0.358535134155882	0.117357144783722	FALSE	FALSE	FALSE	TRUE	1.61120882396336	purifying
Morus_008395-R1	C	22	0.703043383352618	0.377078637252602	FALSE	FALSE	FALSE	TRUE	0.898748298404313	purifying
Morus_008415-R1	C	22	0.467708733221338	0.0973282802454632	FALSE	FALSE	FALSE	TRUE	2.26467939900189	purifying
Morus_008424-R1	C	22	0.201142997236239	0.123985177304967	FALSE	FALSE	FALSE	TRUE	0.698053858001557	purifying
Morus_008425-R1	C	22	0.547159005642695	0.135576834000926	FALSE	FALSE	FALSE	TRUE	2.01284945799823	purifying
Morus_008429-R1	C	22	0.171985498215216	0.0641246733649805	FALSE	FALSE	FALSE	TRUE	1.42333544515792	purifying
Morus_008433-R1	C	22	1.93004162618045	0.160409367067694	FALSE	FALSE	FALSE	TRUE	3.58880166795313	purifying
Morus_008440-R1	C	22	0.187975412255663	0.12093331897384	FALSE	FALSE	FALSE	TRUE	0.636332181589986	purifying
Morus_008449-R1	C	22	0.217873078161181	0.0270137567302528	FALSE	FALSE	FALSE	TRUE	3.0117217479062	purifying
Morus_008452-R1	C	22	0.221381280657091	0.0980212703417493	FALSE	FALSE	FALSE	TRUE	1.17536648816891	purifying
Morus_008453-R1	C	22	0.385179267071089	0.264139847855549	FALSE	FALSE	TRUE	TRUE	0.544228088400336	purifying
