## 1.1.1
## assembly	: /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/primary_asm/HART061.fa
## coverage	 bam0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART061/06_realign_hic_hifi/asm.hifi.bam
## taxonomy	 tax0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART061/07_busco_yak_blob/blast.out
## nodesDB	: /90daydata/coffea_pangenome/puzzler_trials/blob_downloads/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scaffold_423	29150	0.6099	0	2.6722	Pseudomonadota	47911.0	0
scaffold_424	28736	0.6908	0	1.6264	Pseudomonadota	50681.0	0
scaffold_425	28371	0.6012	0	1.3728	Pseudomonadota	52526.0	0
scaffold_426	28324	0.5714	0	82.5026	Streptophyta	96829.0	0
scaffold_427	28248	0.4387	0	725.7701	Streptophyta	89563.0	0
scaffold_428	28217	0.5625	0	61.8355	Streptophyta	96851.0	0
scaffold_429	28175	0.4184	0	1.3823	Bacteroidota	23522.0	0
scaffold_43	145908	0.4332	0	2.082	Bacteroidota	43855.0	0
scaffold_430	28144	0.6691	0	1.1071	Pseudomonadota	65692.0	0
scaffold_431	28066	0.4445	0	1.9428	Bacteroidota	65507.0	0
scaffold_432	28060	0.6956	0	2.776	Actinomycetota	78069.0	0
scaffold_433	28048	0.3867	0	1.6663	Bacteroidota	140325.0	0
scaffold_434	27963	0.6667	0	1.6714	Pseudomonadota	53379.0	0
scaffold_435	27939	0.5634	0	25.3706	Streptophyta	96851.0	0
scaffold_436	27623	0.4261	0	1.6919	Bacteroidota	20011.0	0
scaffold_437	27480	0.6864	0	2.8346	Actinomycetota	40396.0	0
scaffold_438	27429	0.6986	0	5.1117	Actinomycetota	73065.0	0
scaffold_439	27426	0.5671	0	75.2635	Streptophyta	96806.0	0
scaffold_44	142944	0.6675	0	3.433	Pseudomonadota	128836.0	0
scaffold_440	27122	0.5654	0	28.7197	Streptophyta	96885.0	0
scaffold_441	27011	0.5943	0	1.1535	Pseudomonadota	34116.0	0
scaffold_442	27003	0.5643	0	30.2885	Streptophyta	96857.0	0
scaffold_443	26750	0.4314	0	2.3295	Bacteroidota	41873.0	0
scaffold_444	26671	0.6933	0	2.0444	Pseudomonadota	75667.0	0
scaffold_445	26670	0.5646	0	34.4635	Streptophyta	96851.0	0
scaffold_446	26604	0.5647	0	12.8827	Streptophyta	96885.0	0
scaffold_447	26521	0.565	0	33.4823	Streptophyta	96806.0	0
scaffold_448	26361	0.5625	0	13.8879	Streptophyta	96885.0	0
scaffold_449	26174	0.5679	0	11.3087	Streptophyta	96851.0	0
scaffold_45	139888	0.4286	0	2.3387	Bacteroidota	78266.0	0
scaffold_450	26019	0.4441	0	1.1975	Bacteroidota	35891.0	0
scaffold_451	26002	0.5638	0	40.4416	Streptophyta	96851.0	0
scaffold_452	25997	0.5634	0	13.4831	Streptophyta	96851.0	0
scaffold_453	25952	0.5658	0	22.2107	Streptophyta	96851.0	0
scaffold_454	25914	0.5655	0	10.5205	Streptophyta	96807.0	0
scaffold_455	25913	0.5629	0	28.256	Streptophyta	96851.0	0
scaffold_456	25684	0.4359	0	1.8197	Bacteroidota	74675.0	0
scaffold_457	25613	0.5626	0	8.8194	Streptophyta	96851.0	0
scaffold_458	25517	0.5398	0	1.221	no-hit	0.0	0
scaffold_459	25445	0.7096	0	2.1429	Actinomycetota	47651.0	0
scaffold_46	138943	0.44	0	2.3546	Bacteroidota	125957.0	0
scaffold_460	25159	0.4247	0	2.1672	Bacteroidota	43917.0	0
scaffold_461	25110	0.6918	0	2.4817	Actinomycetota	21534.0	0
scaffold_462	24463	0.3442	0	2.5473	Bacteroidota	92499.0	0
scaffold_463	24070	0.5645	0	12.2973	Streptophyta	96885.0	0
scaffold_464	23198	0.5693	0	16.1173	Streptophyta	96797.0	0
scaffold_465	23015	0.7142	0	3.3845	Actinomycetota	43953.0	0
scaffold_466	22449	0.6961	0	3.1228	Actinomycetota	54685.0	0
scaffold_467	21637	0.5689	0	22.6801	Streptophyta	96806.0	0
scaffold_468	21428	0.6905	0	3.6351	Actinomycetota	72922.0	0
scaffold_469	20760	0.5645	0	27.3903	Streptophyta	96844.0	0
scaffold_47	138826	0.4281	0	2.1321	Bacteroidota	81806.0	0
scaffold_470	20404	0.5609	0	95.0572	Streptophyta	96806.0	0
scaffold_471	19988	0.5601	0	52.6096	Streptophyta	96806.0	0
scaffold_472	18382	0.7051	0	2.9662	Actinomycetota	34232.0	0
scaffold_473	18158	0.5647	0	43.3266	Streptophyta	96918.0	0
scaffold_474	14850	0.4239	0	3.1472	Streptophyta	83763.0	0
scaffold_475	14335	0.4534	0	120.6302	Streptophyta	110157.0	0
scaffold_476	12267	0.4512	0	0.635	Streptophyta	79198.0	0
scaffold_477	10805	0.4609	0	7.9299	Streptophyta	64862.0	0
scaffold_478	10295	0.4406	0	12.8624	Streptophyta	39423.0	0
scaffold_48	135839	0.4397	0	2.2364	Bacteroidota	116062.0	0
scaffold_49	135576	0.4297	0	2.2981	Bacteroidota	107826.0	0
scaffold_50	134867	0.6968	0	3.2343	Actinomycetota	107685.0	0
scaffold_51	134693	0.5617	0	21.9755	Streptophyta	96851.0	0
scaffold_52	132866	0.696	0	3.6348	Actinomycetota	118563.0	0
scaffold_53	132376	0.7059	0	3.4129	Actinomycetota	124639.0	0
scaffold_54	132049	0.6504	0	2.6545	Pseudomonadota	149509.0	0
scaffold_55	130027	0.4292	0	3.7741	Bacteroidota	79251.0	0
scaffold_56	129257	0.4261	0	2.531	Bacteroidota	105102.0	0
scaffold_57	126729	0.427	0	2.4586	Bacteroidota	72478.0	0
scaffold_58	125930	0.6674	0	3.1546	Pseudomonadota	132866.0	0
scaffold_59	125298	0.6479	0	2.5488	Pseudomonadota	88308.0	0
scaffold_60	123341	0.6897	0	3.4734	Actinomycetota	61449.0	0
scaffold_61	123225	0.439	0	2.7181	Bacteroidota	89695.0	0
scaffold_62	123190	0.4344	0	3.2247	Bacteroidota	82187.0	0
scaffold_63	120584	0.43	0	3.5528	Bacteroidota	89464.0	0
scaffold_64	120433	0.5656	0	49.8666	Streptophyta	96918.0	0
scaffold_65	119970	0.564	0	20.1275	Streptophyta	96851.0	0
scaffold_66	116333	0.4217	0	3.147	Bacteroidota	178391.0	0
scaffold_67	116179	0.4276	0	2.8159	Bacteroidota	46357.0	0
scaffold_68	114178	0.4345	0	2.3195	Bacteroidota	21099.0	0
scaffold_69	112878	0.6977	0	3.7264	Actinomycetota	82161.0	0
scaffold_70	111390	0.43	0	2.0979	Bacteroidota	66076.0	0
scaffold_71	109591	0.5599	0	33.9035	Streptophyta	96896.0	0
scaffold_72	109330	0.6885	0	3.4198	Actinomycetota	67825.0	0
scaffold_73	108488	0.4144	0	1.436	Bacteroidota	52009.0	0
scaffold_74	107670	0.6562	0	2.8938	Pseudomonadota	325439.0	0
scaffold_75	107338	0.6964	0	3.3381	Actinomycetota	124550.0	0
scaffold_76	106700	0.5653	0	19.4916	Streptophyta	96851.0	0
scaffold_77	106467	0.6647	0	2.7802	Pseudomonadota	203231.0	0
scaffold_78	104099	0.6401	0	2.3944	Pseudomonadota	46460.0	0
scaffold_79	103884	0.4328	0	1.2747	Bacteroidota	270767.0	0
scaffold_80	103053	0.4584	0	2.2676	Bacteroidota	20863.0	0
scaffold_81	101852	0.4283	0	2.1414	Bacteroidota	37804.0	0
scaffold_82	100373	0.6434	0	2.949	Pseudomonadota	137805.0	0
scaffold_83	97964	0.4283	0	3.1805	Bacteroidota	223239.0	0
scaffold_84	95565	0.6608	0	2.7713	Pseudomonadota	282499.0	0
scaffold_85	95360	0.4256	0	2.3688	Bacteroidota	91191.0	0
scaffold_86	94161	0.7137	0	3.3917	Actinomycetota	59825.0	0
scaffold_87	93740	0.6667	0	3.3238	Pseudomonadota	123586.0	0
scaffold_88	91828	0.5593	0	28.162	Streptophyta	96851.0	0
scaffold_89	91352	0.4294	0	2.0464	Bacteroidota	89328.0	0
scaffold_90	90227	0.5654	0	30.3883	Streptophyta	96874.0	0
scaffold_91	90038	0.6597	0	2.2493	Pseudomonadota	132227.0	0
scaffold_92	89932	0.4345	0	2.5984	Bacteroidota	42570.0	0
scaffold_93	88673	0.6599	0	3.1624	Pseudomonadota	162988.0	0
scaffold_94	87596	0.4287	0	1.7785	Bacteroidota	82002.0	0
scaffold_95	87564	0.5648	0	71.9654	Streptophyta	96896.0	0
scaffold_96	87328	0.43	0	2.4975	Bacteroidota	125134.0	0
scaffold_97	87286	0.4229	0	2.0525	Bacteroidota	61097.0	0
scaffold_98	87169	0.6728	0	2.5914	Pseudomonadota	159182.0	0
scaffold_99	86612	0.6996	0	2.698	Actinomycetota	125839.0	0
